; 33
Christina; 1
Ciencia; 1
Ciertamente; 14
Cierto; 2
Cinco; 8
Cincuenta; 1
Claire; 1
Claramente; 1
Claro; 17
Clase; 1
Clavó; 1
Club; 7
Coalición; 3
Cobré; 1
Coca-cola; 1
Codeó; 1
Coffeehouse; 1
Coger; 1
Cogió; 2
Cohete; 1
Colagusano; 1
Colegas; 1
Colegio; 1
Colloportus; 1
Colocó; 3
Combinamos; 1
Comedor; 36
Comencé; 2
Comenzada; 1
Comenzó; 2
Comer; 1
Comió; 1
Como; 65
Complicada; 1
Complot; 1
Comprendió; 4
Comprendía; 1
Comprobó; 2
Comúnmente; 1
Con; 49
Concedido; 1
Concéntrate; 1
Conducirán; 1
Condúceme; 1
Conejo; 1
Conexión; 1
Conferencia; 1
Confeti; 1
Confiad; 1
Confía; 3
Confío; 2
Congreso; 1
Conjurador; 3
Conoces; 1
Conocía; 4
Conozco; 2
Conseguir; 1
Conseguí; 2
Consejo; 1
Conserva; 1
Conservación; 1
Conservar; 1
Considerando; 2
Conspiración; 3
Constelaciones; 5
Contaba; 1
Contaré; 1
Contenía; 1
Conteste; 1
Contigo; 1
Continente; 1
Continua; 1
Continuar; 1
Continuará; 1
Continuemos; 1
Continuó; 1
Continúa; 1
Continúe; 1
Continúo; 1
Contra; 12
Contramaldiciones; 1
Contrariado; 1
Contrariamente; 1
Contraseña; 2
Contrató; 1
Conversión; 1
Convierto; 1
Conózcase; 1
Cooperación; 1
Copa; 7
Copos; 1
Cornamenta; 2
Cornelius; 3
Corre; 1
Corregiré; 1
Corrieron; 1
Corrió; 3
Corrían; 1
Corsica; 94
Cortarla; 1
Cosas; 3
Crea; 1
Creado; 1
Crecehuesos; 3
Cree; 1
Creen; 6
Crees; 1
Creo; 34
Crest-Dweller; 1
Creí; 6
Creía; 7
Criada; 1
Criamos; 1
Criaturas; 1
Criminal; 1
Cristal; 1
Cronometró; 1
Cross; 2
Crouch; 1
Cruzando; 1
Cruzó; 1
Crédito; 1
Crónicas; 1
Cuadros; 1
Cualquier; 7
Cualquiera; 5
Cuando; 97
Cuanto; 6
Cubre; 1
Cuenta; 1
Cuesta; 1
Cueste; 1
Cuestiona; 4
Cuestiones; 1
Cuidado; 2
Cuidadores; 1
Cuidadosa; 1
Cuidadosamente; 2
Cumbre; 1
Curio; 18
Curioso; 2
Curiosos; 1
Curry; 33
Cursilería; 1
Cuéntame; 1
Cuéntanos; 1
Cuénteme; 1
Cyciphus; 1
Cállate; 3
Código; 1
Cómo; 3
Cósmica; 1
Cúbito; 1
D; 1
D.C.A.O; 4
DE; 9
DIAGON; 2
DIGGORY; 1
DURMSTRANG; 1
Da; 1
Dadme; 1
Dado; 1
Dales; 1
Dama; 11
Damas; 5
Damascus; 3
Damian; 3
Damien; 28
Danos; 1
De; 108
Deambuló; 1
Debajo; 2
Debate; 4
Debe; 8
Debemos; 3
Deben; 3
Debería; 8
Deberíais; 1
Deberíamos; 2
Deberías; 4
Debes; 5
Debió; 1
Debo; 6
Debéis; 1
Debía; 1
Debían; 2
Decapitado; 4
Decid; 1
Decidió; 2
Decidme; 1
Decidí; 1
Deck; 17
Deck1; 1
Declaración; 1
Decía; 2
Deedle; 35
Defensa; 13
Definitivamente; 3
Deja; 1
Dejad; 1
Dejadme; 3
Dejan; 1
Dejarme; 1
Dejaría; 1
Dejándonos; 1
Dejé; 1
Dejémosle; 1
Dejó; 3
Del; 2
Delacroix; 127
Delante; 1
Deletreando; 1
Delimitador; 3
Demasiada; 2
Demasiado; 4
Dementor; 1
Demonios; 3
Demostración; 1
Dennis; 22
Denniston; 1
Dentro; 3
Departamento; 27
Depende; 1
Deportes; 1
Derechos; 1
Desaceleró; 2
Desafortunadamente; 2
Desaparece; 3
Desaparecen; 1
Desaparecido; 1
Desaparecidos; 2
Desaparecieron; 1
Desapareciste; 2
Desapareció; 1
Descartó; 1
Descendieron; 1
Descendió; 1
Describe; 1
Describió; 3
Descubrí; 1
Desde; 15
Desdemona; 1
Desdobló; 1
Desean; 1
Desesperado; 2
Despejado; 1
Despertará; 1
Despertarás; 1
Despierta; 2
Desplazada; 2
Desplazado; 1
Después; 88
Destruyó; 1
Detrás; 5
Di; 4
Diagon; 3
Diagramas; 1
Dibujó; 1
Dice; 8
Dicen; 3
Diciembre; 1
Diecisiete; 1
Diez; 1
Diferentes; 1
Difundiendo; 1
Difícil; 1
Difícilmente; 3
Digamos; 1
Diggory; 14
Dijeron; 2
Dijiste; 2
Dijo; 15
Dile; 3
Dime; 1
Dio; 6
Dios; 6
Directamente; 1
Directo; 1
Directora; 2
Dirigió; 2
Discordia; 1
Discriminación; 1
Disculgen; 1
Disculpe; 1
Discute; 2
Disfruta; 1
Disfrutad; 1
Disfrutará; 1
Disfrutemos; 2
Disponga; 1
Divaga; 1
Doble; 1
Dobló; 1
Docenas; 1
Doctor; 1
Dodge; 6
Dolohob; 1
Dolohov; 9
Domínelos; 1
Donde; 3
Dos; 12
Doscientos; 1
Dragonfly; 6
Drakemont; 1
Duerme; 1
Dumbledore; 11
Durante; 16
Durmiendo; 1
Durmió; 1
Durmstrang; 1
Duró; 1
Dásela; 2
Déjales; 1
Déjame; 1
Déjeles; 1
Déjenme; 1
Dígalo; 1
E; 4
E.P; 2
EL; 3
EN; 3
ESCUELA; 1
ESTOS; 1
ESTUDIANTES; 1
Ebbets; 3
Echa; 1
Eché; 1
Echó; 2
Edad; 1
Eddie; 2
Editaremos; 1
Efectivamente; 4
Efectuamos; 1
Efectuó; 2
Eh; 25
El; 557
Elemental; 1
Elemento; 25
Elevar; 2
Elfos; 1
Elige; 1
Ella; 25
Ellas; 1
Ellos; 14
Emitir; 1
Empecé; 1
Empezaron; 3
Empezaría; 1
Empezó; 6
Empujé; 1
Empujó; 2
En; 159
Encantada; 1
Encantado; 4
Encantamiento; 3
Encantamientos; 5
Encogiéndose; 1
Encontrar; 1
Encontraron; 1
Encontrarían; 1
Encontré; 2
Encontró; 5
Encrucijada; 33
Encuentro; 2
Enfatizaba; 1
Enfermedades; 1
Enfermería; 1
Enfáticamente; 1
Enormes; 1
Enredaderas; 1
Enseña; 1
Entiendo; 2
Entonces; 73
Entra; 1
Entrad; 1
Entrando; 1
Entraron; 1
Entre; 7
Entrecerró; 1
Entrega; 1
Entró; 2
Equipos; 1
Er; 13
Era; 109
Eran; 5
Eras; 2
Eres; 8
Ernie; 1
Es; 176
Esa; 27
Esas; 6
Escapó; 1
Escarabajo; 5
Escoba; 3
Escobas; 1
Escoge; 2
Escogió; 1
Escoja; 1
Escolar; 2
Escoltaremos; 1
Escondí; 1
Escribió; 1
Escuadrón; 1
Escuchó; 4
Escudriñaba; 1
Escuela; 5
Escúpela; 1
Ese; 17
Eso; 85
Esos; 2
Especial; 3
Especialmente; 6
Espectacular; 1
Espectro; 4
Espera; 13
Esperaba; 9
Esperaban; 1
Esperamos; 2
Esperaré; 1
Espere; 1
Esperemos; 2
Espero; 15
Esperé; 1
Esperó; 1
Espiando; 1
Espió; 3
Esquina; 1
Esquiva; 1
Esta; 47
Estaba; 84
Estaban; 6
Estabas; 5
Estación; 2
Estado; 1
Estados; 18
Estalactitas; 1
Estamos; 6
Estar; 1
Estaremos; 1
Estará; 2
Estarán; 1
Estaré; 1
Estas; 4
Estatua; 1
Estatuas; 1
Este; 36
Estela; 1
Estimados; 1
Esto; 45
Estos; 7
Estoy; 39
Estrechas; 1
Estrechó; 1
Estrellas; 1
Estrictamente; 1
Estructuras; 1
Estudiamos; 1
Estudiantes; 5
Estudiantil; 1
Estudiaron; 1
Estudios; 6
Estudié; 1
Estudió; 4
Estupendo; 1
Estuve; 1
Estuvieron; 1
Estuvo; 4
Está; 43
Estábamos; 2
Estáis; 2
Están; 5
Estás; 5
Estúpida; 1
Estúpido; 1
Europa; 3
Evaluó; 1
Evidentemente; 1
Evitemos; 1
Evité; 1
Examinó; 4
Examínalo; 1
Excelente; 13
Excepto; 2
Expendum; 1
Explicó; 3
Expliqué; 1
Expongo; 1
Expresión; 1
Expreso; 2
Extendió; 3
Extra-Gestual; 2
Extraoficialmente; 1
FIN; 1
Falsa; 3
Fang; 1
Fantasma; 1
Fascismo; 1
Fastidiosos; 1
Felicidades; 1
Felinos; 1
Feliz; 2
Feodre; 1
Feroces; 1
Field; 3
Figgle; 31
Figurativo; 1
Fikklis; 1
Filadelfia; 1
Filas; 1
Filch; 39
Fin; 1
Finalmente; 67
Fingía; 1
Finney; 38
Firenze; 1
Firmó; 1
Fisioaparición; 2
Flack; 4
Flammel; 2
Fletcher; 6
Fleur; 6
Flitwich; 1
Flitwick; 13
Florecieron; 1
Flotaban; 1
Flu; 3
Fluffy; 1
Ford; 2
Formad; 1
Foro; 1
Fortaleza; 1
Fran; 1
Francamente; 5
Frank; 16
Franklin; 1
Frankly; 1
Franklyn; 168
Fred; 1
Frunció; 3
Frías; 1
Fue; 37
Fuera; 8
Fueron; 3
Fui; 3
Fuiste; 1
Funciona; 1
Fénix; 1
G; 1
GANAR; 1
GPS; 4
GRYFFIDOR; 1
Gallardo; 1
Gallows; 4
Game; 18
Ganaron; 1
Garaje; 15
Garantizado; 1
Genial; 6
Genisolaris; 2
Gennifer; 14
Genniger; 1
George; 27
Gerald; 1
Gesticuló; 2
Gilles; 1
Gimiendo; 1
Ginny; 25
Giraban; 1
Girándose; 1
Giró; 4
Gnoffton; 1
Godric; 3
Goleatron; 1
Golgamethe; 1
Golosinas; 1
Golpeador; 1
Golpeó; 6
Gorda; 9
Gordos; 1
Goyle; 15
Gracias; 31
Graham; 3
Gran; 38
Grandes; 1
Granger; 2
Gravitaba; 1
Gravitaron; 1
Grawp; 94
Grawpie; 3
Greene; 2
Greer; 2
Gregory; 7
Gremlin; 6
Gremlins; 37
Greta; 1
Greyhaven; 1
Griffindors; 1
Grimmauld; 8
Gris; 35
Gritos; 1
Gritó; 2
Grosvenor; 1
Grotto; 1
Gruesas; 1
Gryffidor; 1
Gryffindor; 94
Gryffindors; 13
Guardianes; 1
Guardián; 3
Guardo; 1
Guau; 5
Guay; 1
Guerra; 1
Guárdeselo; 1
Gánate; 1
Gírelo; 1
H; 3
HARRY; 1
HIRAM; 2
HOGWARTS; 1
HOMBRE; 1
HUFFLEPUFF; 1
Ha; 23
Habiendo; 3
Habiéndose; 1
Habla; 3
Hablaba; 1
Hablan; 1
Hablaron; 1
Hablo; 1
Hablé; 1
Habló; 5
Habrá; 4
Habrás; 1
Habría; 3
Habéis; 1
Había; 100
Habíamos; 1
Habían; 2
Hace; 4
Hacedlo; 1
Hacemos; 1
Hacen; 1
Haces; 1
Hacía; 1
Hagamos; 2
Hagrid; 101
Hagámoslo; 1
Halloween; 2
Han; 2
Hardcastle; 44
Haremos; 2
Hargid; 1
Harold; 1
Harry; 306
Hará; 2
Haréis; 1
Has; 7
Hasta; 14
Haubert; 1
Hay; 29
Haz; 2
He; 36
Heather; 3
Hebras; 1
Hechicería; 6
Hechizos; 2
Hechos; 1
Hechtor; 2
Hemoddagia; 1
Hemorragia; 2
Hemos; 11
Her..mine; 1
Heracles; 2
Herbología; 10
Heritah; 1
Hermanastro; 1
Hermani; 1
Hermanos; 1
Hermiii...meee; 1
Hermione; 52
Herung; 1
Hice; 1
Highlands; 1
Hijo; 1
Hildegard; 8
Hildegart; 1
Himalaya; 3
Hiram; 1
Hirshall; 2
Historia; 4
Historias; 3
Hizo; 6
Hmm; 7
Hmmm; 1
Hogsmeade; 10
Hogwarts; 114
Hojas; 1
Hola; 3
Hollis; 3
Hombrecillo; 1
Honestamente; 5
Honeyduke; 2
Hooligans; 1
Hora; 2
Horace; 12
Horatio; 1
Hornet; 8
Horrible; 1
Hortnese; 1
Hospital; 1
Hoy; 4
Hubbert; 1
Hubert; 66
Hubiera; 1
Hubo; 39
Hufflepuf; 2
Hufflepuff; 14
Hugo; 4
Huiría; 1
Hula; 2
Humanos; 1
Hummer; 1
Hummers; 1
Humphreys; 1
Hundiendo; 1
Héroes; 1
I; 1
INSISTE; 1
Iba; 1
Ideal; 1
Igitur; 1
Ignorando; 1
Ignorándole; 1
Ignorándolos; 1
Iluminaba; 1
Imaginad; 1
Imaginarán; 1
Imagino; 3
Impedir; 1
Imperdonables; 1
Imperialistas; 1
Imperious; 3
Imperius; 1
Impertérrito; 1
Impresionante; 1
Inadvertidamente; 1
Inalámbrica; 1
Inauguración; 1
Inaugural; 1
Inclinarse; 1
Inclinó; 1
Incluso; 50
Incluyen; 1
Independencia; 1
Indiscutiblemente; 1
Indudablemente; 4
Inercia; 2
Inevitablemente; 2
Infiltrado; 1
Inglaterra; 1
Injusta; 1
Inmediatamente; 2
Insisto; 1
Inspecciono; 1
Inspiró; 1
Instantáneamente; 4
Instruye; 1
Insufrible; 1
Intenta; 7
Intentaba; 2
Intentaban; 1
Intentar; 2
Intentaremos; 1
Intentemos; 1
Intenté; 1
Intentó; 6
Interesante; 1
Internacional; 6
Internacionales; 6
Interrumpió; 1
Intervinieron; 1
Inténtalo; 1
Inversa; 2
Investigar; 1
Invisibilidad; 35
Irrumpió; 1
Iré; 2
Irónicamente; 2
Isla; 4
J; 9
J.K; 2
JPEM; 3
Ja; 2
Jackson; 303
Jadeaba; 1
Jadeando; 2
Jadeó; 1
James; 2307
Japón; 1
Jardín; 1
Jefa; 1
Jefe; 10
Jefferson; 1
Jennifer; 1
Jesús; 5
Jewel; 1
John; 1
Jones; 1
Jovencito; 1
Judías; 1
Jugueteó; 1
Jules; 1
Junior; 1
Junto; 8
Juntos; 1
Juro; 1
Justin; 8
Justo; 16
Jóvenes; 2
Júpiter; 1
Kaldi's; 1
Kate; 1
Katie; 4
Keep; 1
Kennely; 9
Kevin; 1
King; 2
Kirkwood; 1
Klein; 1
Knapp; 2
Knossus; 1
Kreacher; 17
Kreagle; 2
Kremlin; 1
LA; 4
LAS; 1
LLL; 1
LOCAL; 1
LONDRES; 2
LOS; 2
LUGAR; 1
La; 553
Lago; 1
Lamento; 3
Lamía; 1
Land; 1
Lanzándose; 1
Larcenous; 1
Largas; 2
Las; 120
Lateral; 1
Le; 45
Lealtad; 1
Lechucería; 2
Lector; 1
Lee; 3
Leedle; 1
Leer; 1
Legítimamente; 1
Lejos; 2
Lengua; 3
Lennon; 1
Lentamente; 7
Lentas; 1
Les; 23
Levantar; 1
Levantó; 7
Leviosa; 1
Levitación; 2
Lewis; 3
Ley; 5
Leyó; 2
Leí; 1
Libertad; 2
Libre; 1
Libro; 1
Libérate; 1
Liderados; 1
Ligulous; 1
Lily; 16
Lippert; 2
Llegada; 1
Llegado; 1
Llegar; 1
Llegaremos; 1
Llegará; 1
Llegué; 1
Llegó; 1
Llenad; 1
Lleva; 1
Llevaba; 4
Llevaría; 1
Lleve; 1
Llevo; 1
Llevémoslo; 1
Llevó; 1
Lloraba; 1
Llovió; 1
Lo; 149
Lograste; 1
Lokimagus; 8
Londres; 8
Longbottom; 11
Longbotton; 18
Loquacious; 1
Loquatious; 1
Lord; 6
Los; 210
Louis; 2
Lovegood; 3
Luchó; 8
Luego; 11
Lumos; 1
Luna; 32
Lunático; 1
Lupin; 20
Luz; 3
Láctea; 1
Lástima; 1
M; 1
MAGOS; 2
MARCIANOS; 1
MARROQUINERÍA; 2
MINISTERIO; 1
MISTERIO; 1
MO; 1
MacGonagall; 1
Madame; 77
Madre; 1
Madrigal; 2
Maestro; 1
Magia; 24
Magnussen; 1
Magnífico; 1
Mago; 1
Mago-Muggle; 1
Magos; 11
Majaris; 1
Mala; 1
Maldiciones; 1
Maldición; 3
Malditos; 1
Malhumorado; 1
Mamá; 11
Manoseaba; 1
Mantenedlo; 1
Mantenga; 1
Mantenía; 1
Mantén; 1
Mapa; 17
Maravilloso; 1
Marble; 1
Marca; 1
Marchémonos; 1
Marcianos; 1
Martin; 75
Master; 1
Masticó; 1
Maté; 1
Maximillion; 1
Mayores; 35
Mañana; 2
McGonagal; 3
McGonagall; 134
McMillan; 2
Me; 108
Media; 2
Mejor; 4
Mencionó; 1
Menesteres; 9
Meneó; 1
Menguó; 1
Menos; 2
Menuda; 1
Menudo; 1
Merlinus; 32
Merlín; 270
Merodeador; 16
Merodeadores; 1
Metafóricamente; 1
Metió; 2
Metro; 1
Metzer; 1
Metzker; 13
Mi; 52
Mientras; 52
Mil; 1
Miles; 2
Milicia; 1
Mimbletonia; 1
Mimbulus; 1
Minerva; 17
Ministerio; 63
Ministro; 6
Minutos; 2
Mira; 9
Miraba; 5
Mirad; 3
Mire; 1
Miró; 39
Mis; 7
Missouri; 2
Misterios; 6
Miércoles; 1
Mm-hmm; 1
Mmm; 2
Moldy; 1
Molly; 1
Momento; 1
Momentos; 2
Moneda; 1
Montamos; 1
Montar; 1
Montreal; 1
Mordmunks; 1
Morgan; 6
Morganstein; 1
Morgansten; 1
Morganstern; 15
Morgansterne; 1
Mostrando; 1
Mostró; 1
Movimientos; 1
Mozos; 1
Mucha; 1
Muchachos; 1
Muchas; 6
Mucho; 6
Muchos; 12
Muchísimas; 1
Muerte; 1
Muerto; 1
Muggle; 4
Mugglenet.com; 1
Muggles; 6
Mundial; 2
Mundo; 1
Mundodisco; 1
Mundungus; 1
Mungo; 3
Murdock; 33
Murió; 3
Murmuró; 1
Mustrum; 2
Muy; 16
Myron; 2
Mágica; 11
Mágicas; 3
Mágico; 3
Más; 31
Métela; 1
N; 1
Nada; 13
Nadie; 29
Nagini; 2
Nah; 2
Narnia; 1
Nasal; 3
Navidad; 16
Neandertales; 1
Necesita; 1
Necesitaba; 3
Necesitamos; 4
Necesitarían; 1
Necesito; 7
Necesitábamos; 1
Negocios; 1
Negra; 1
Nerviosamente; 1
Neville; 108
Ni; 35
Nicholas; 1
Nick; 4
Nicolás; 1
Niebla; 1
Nimbus; 2
Ninguna; 6
Ninguno; 10
Ningún; 5
No; 641
Noah; 90
Nobby; 18
Nochebuena; 1
Noctámbulo; 6
Noel; 2
Nolan; 1
Norbert; 1
Norberto; 1
Normalmente; 2
Norman; 3
Norris; 17
Nos; 23
Nosotras; 1
Nosotros; 8
Notaba; 1
Notable; 1
Noticias; 2
Notó; 3
Novatos; 1
Noventa; 1
Nuestra; 7
Nuestras; 1
Nuestro; 11
Nuestros; 2
Nueva; 1
Nuevo; 1
Nunca; 29
Número; 2
O; 18
Obligó; 1
Obreros; 1
Observaba; 1
Observad; 1
Observaré; 1
Obtuve; 1
Obviamente; 11
Ocasionalmente; 3
Ocultar; 1
Oculto; 36
Ocurre; 1
Odiaría; 2
Odio; 5
Oeste; 1
Oficina; 2
Oh; 59
Ohhh; 2
Ohio; 1
Oiremos; 1
Ojalá; 1
Oleadas; 1
Olores; 1
Olvidadlo; 1
Olvide; 1
Olvidemos; 1
Olvidé; 2
Olvidó; 2
Olvídalo; 2
Ondeaba; 1
Ondeó; 4
Orden; 4
Orígenes; 1
Os; 11
Oscura; 1
Oscuras; 12
Otra; 5
Otras; 1
Otro; 5
Oye; 2
Oyó; 3
Oz; 2
Oí; 3
Oía; 1
P; 1
P.E.D.D.O; 2
POR; 1
POTTER; 1
Palpitaba; 1
Pan; 1
Pancras; 1
Papa; 2
Papá; 8
Para; 38
Paralelas; 1
Parapsicología; 1
Parece; 25
Parecen; 2
Pareces; 2
Pareció; 3
Parecía; 30
Parecías; 1
Parpadeaba; 1
Parpadeó; 5
Parte; 4
Pasaba; 1
Pasado; 2
Pasados; 1
Pasaremos; 1
Pasaron; 6
Pasaste; 1
Pasea; 1
Paseando; 1
Paseó; 1
Pasillos; 1
Pastillas; 4
Pasé; 3
Pasó; 7
Pateaste; 1
Patonia; 5
Patronus; 1
Pedir; 1
Pedo; 1
Peeves; 21
Pendragón; 9
Pensaba; 2
Pensad; 2
Pensando; 2
Pensar; 1
Pensaré; 1
Pensilvania; 1
Pensé; 9
Pensó; 12
Peor; 1
Pequeñas; 1
Peracles; 1
Percy; 2
Perdió; 1
Perdone; 3
Perdóneme; 2
Pereclase; 1
Perlas; 1
Permaneced; 1
Permitirnos; 1
Permitió; 1
Permítame; 1
Permítanle; 1
Permítanme; 1
Pero; 200
Pero...-dijo; 1
Pero...pero; 1
Perpetuamente; 2
Persica; 1
Personalidades; 1
Perteneció; 1
Pertenecía; 1
Pesadas; 1
Peter; 2
Petra; 62
Pettigrew; 2
Phew; 1
Philadelphia; 1
Philia; 19
Pidió; 1
Piedra; 7
Piensa; 3
Piensan; 1
Piensas; 1
Piense; 4
Pienso; 1
Pierda; 1
Pierde; 1
Pies; 1
Pilares; 1
Pisó; 2
Place; 7
Plan; 1
Plaza; 1
Pobre; 1
Poca; 1
Pociones; 9
Poco; 2
Pocos; 4
Podemos; 3
Podremos; 1
Podréis; 1
Podría; 21
Podríais; 1
Podríamos; 7
Podrían; 2
Podrías; 2
Podéis; 1
Podía; 12
Policia; 1
Policía; 2
Política; 1
Pone; 1
Poniendo; 1
Poof; 1
Por; 149
Porque; 10
Posdata; 1
Posiblemente; 1
Potter; 196
Potters; 1
Practica; 1
Practicaba; 1
Praga; 2
Pratchett; 2
Prechka; 35
Precisamente; 1
Precisaríamos; 1
Precognición; 1
Precursor; 1
Predican; 1
Predice; 1
Prefecta; 1
Prefecto; 1
Preferiría; 1
Prefieren; 1
Pregunta; 4
Preguntadme; 1
Prejuicio; 1
Prensa; 1
Preparó; 1
Prescott; 127
Presentía; 1
Presionó; 1
Prestar; 1
Presumo; 1
Presunciones; 2
Prevalecerán; 1
Prevención; 1
Primer; 1
Primero; 4
Principalmente; 4
Probablemente; 31
Probando; 1
Probé; 1
Proceda; 1
Procuró; 1
Productivo; 2
Producía; 1
Profesor; 12
Profesores; 1
Profeta; 11
Programa; 1
Progresistas; 3
Progresivo; 25
Prohibido; 13
Prometimos; 1
Pronto; 2
Pronuncia; 1
Pronunció; 1
Prueba; 1
Pruébalo; 1
Prólogo; 1
Próximos; 1
