; 3426
Aventuras; 2
Avery; 3
Aves; 1
Avísame; 1
Ay; 2
Ayer; 1
Ayuda; 3
Ayudanos; 1
Azkaban; 18
Azul; 1
Añadir; 1
Añadió; 2
Aún; 18
B; 2
BATALLA; 1
BIBLIOGRAFÍA; 1
BIEN; 3
BLASTING; 1
BLIBBERING; 1
BUSCADO; 1
BUSQUE; 1
Babbitty; 2
Bagshor; 1
Bagshort; 1
Bagshot; 18
Bah; 1
Bahtilda; 1
Baile; 1
Baja; 2
Bajaron; 1
Bajo; 6
Bajó; 7
Balanceó; 1
Balbuceó; 1
Bally; 1
Bane; 1
Banshee; 1
Bardo; 3
Bardy; 2
Barnabus; 1
Barny; 8
Barrabas; 1
Barrieron; 1
Barty; 1
Barón; 4
Basta; 1
Bastón; 2
Bathilda; 64
Batidla; 2
Batilda; 2
Batty; 1
Bebió; 2
Beedle; 17
Bell; 1
Bella; 4
Bellatix; 1
Bellatrix; 93
Bellatrix,-díjo; 1
Bellatriz; 3
Bendigan; 1
Bendito; 1
Bernie...Pilsworth; 1
Berry; 1
Beso; 1
Bestias; 1
Betty; 1
Bien; 42
Bien,-murmuro; 1
Bien...fue; 1
Bienvenida; 1
Bilius; 1
Bill; 119
Billius; 1
Billy; 1
Billywig; 2
Binns; 1
Black; 20
Blancanieves; 1
Bletchley; 1
Blimey; 1
Blimey...Calculas; 1
Blotts; 1
Bogrod; 14
Bolsa; 1
Boot; 3
Borgin; 4
Borgins; 1
Bosque; 12
Botions; 1
Bottom; 1
Bowman; 1
Boxeador; 1
Braithwaite; 1
Bramó; 1
Bretaña; 2
Brian; 1
Bridge; 1
Brillante; 3
Brillantes; 1
Británico; 1
Brown; 2
Brujas; 4
Brujería; 1
Brujos; 2
Buckbeak; 1
Buen; 3
Buena; 4
Buenas; 2
Bueno; 110
Bueno...em....gracias; 1
Bueno...tengo; 1
Buenos; 3
Burbage; 6
Burkes; 4
Burks; 1
Busca; 1
Buscaba; 1
Buscador; 5
Buscadores; 1
Buscando; 1
Buscó; 3
Bájate; 1
Búscala; 1
Búsqueda; 2
C-Crabbe; 1
CAMINO; 1
CAPITULO; 1
CAPÍTULO; 2
CAPÍTULOS; 1
CEDRIC; 1
CIERRENLA; 1
CIRUELAS; 1
COMO; 1
CONFIRMADO; 1
CONTESTAME; 1
CRACK; 1
CRUCIO; 1
CULPA; 1
Cabaña; 4
Cabeceo; 1
Cabeza; 7
Cabezas; 1
Cabo; 1
Cada; 17
Cadmus; 1
Cairo; 1
Calculo; 1
Caldero; 6
Caliente; 1
Callate; 1
Callejón; 6
Cambia; 1
Cambio; 1
Cambié; 1
Cambió; 1
Caminaba; 1
Caminaban; 1
Caminando; 1
Caminar; 1
Caminaron; 2
Caminen; 1
Camino; 3
Caminó; 3
Cannons; 3
Cansado; 1
Canuto; 1
Capa; 78
Capas; 1
Capitulo; 10
Capítulo; 23
Caracol; 4
Caracoles; 1
Caramba; 1
Caray; 3
Cardigan; 1
Carga; 1
Cargaba; 1
Cargando; 1
Carrow; 16
Carrow,-si; 1
Carrow-Yo; 1
Carrow?-Preguntó; 1
Carrows; 4
Casa; 10
Casas; 4
Cascada; 2
Casi; 11
Castaño; 1
Catchopole; 1
Catchpole; 2
Catorce; 1
Cattermole; 44
Cattermole?-La; 1
Cattermolle; 1
Catástrofes; 1
Cavaste; 1
Cave; 2
Cayeron; 2
Cayó; 5
Caza-recompensas; 1
Cazadores; 1
Cebolla; 1
Cedric; 2
Cegador; 1
Celestina; 1
Cementerio; 1
Cenicienta; 1
Cerca; 3
Cerdo; 1
Cerrando; 2
Cerro; 2
Cerró; 5
Chang; 1
Chapoteamos; 1
Charing; 2
Charity; 6
Charlie; 14
Chico; 1
Chilló; 4
Chivatoscopio; 1
Cho; 7
Chocolate; 1
Chorreante; 5
Chorros; 2
Chudley; 3
Cielos; 1
Cientos; 1
Cierra; 2
Ciertamente; 2
Cierto; 2
Cierva; 1
Cinco; 2
Cincuenta; 1
Cissy; 6
Clago; 1
Clankeadores; 1
Clankers; 5
Claramente; 1
Claro; 27
Clase; 3
Clearwater; 1
Cogió; 1
Cola; 1
Colagusamo; 1
Colagusano; 22
Colegio; 1
Colin; 3
Coloco; 1
Come; 10
Comedor; 21
Comedor,-díjo; 1
Comenzó; 5
Comerciables; 1
Cometí; 1
Comisión; 3
Como; 38
Compadécete; 1
Compartió; 1
Compañeros; 1
Complejo; 1
Completamente; 1
Común; 2
Con; 62
Conciente; 1
Conferencia; 1
Confiaba; 1
Confiemos; 1
Confieso; 1
Confiscación; 1
Conforme; 1
Confringo; 1
Confundido; 4
Confundo; 1
Confundus; 1
Confía; 1
Conjuro; 1
Conocemos; 1
Conocimiento; 1
Conocí; 2
Conocía; 1
Conozco; 4
Conquistador; 1
Conseguí; 1
Consejero; 1
Considero; 1
Constantemente; 1
Contemplar; 1
Contempló; 1
Contento; 1
Contenía; 1
Continua; 2
Contra; 4
Contradijo; 1
Contraseña; 1
Contribución; 1
Control; 1
Contundente; 1
Convencido; 1
Convocador; 1
Convocar; 1
Copa; 1
Corner; 4
Cornet; 1
Cornwall; 1
Correcto; 2
Corriendo; 2
Corrieron; 3
Corrió; 4
Corrow; 1
Corto; 1
Cosa; 1
Cottage; 4
Court; 4
Crabbe; 30
Cree; 1
Creemos; 2
Creen; 1
Creerá; 1
Crees; 4
Creevey; 3
Creo; 53
Cresswell; 7
Creyó; 2
Creí; 6
Creía; 2
Creímos; 1
Criaturas; 1
Crookshanks; 3
Cross; 6
Crouch; 1
Cruciatas; 1
Cruciatus; 6
Cual; 1
Cualquier; 2
Cuando; 67
Cuanto; 4
Cuartel; 3
Cuarto; 9
Cuatro; 3
Cuento; 1
Cuentos; 6
Cuida; 1
Culpaba; 1
Cumpleaños; 1
Curiosamente; 1
Curioso; 1
Cuánto; 1
Cuéntame; 1
Cuéntanos; 1
Cuídalos; 1
Cuídate; 1
Cállate; 3
Cálm; 1
Cámara; 3
Cógeme; 1
Cómo; 8
Córcholis; 1
D; 1
DA; 1
DE; 14
DEL; 1
DEMÁS; 1
DENTRO; 1
DEPENDE; 1
DESCANSA; 1
DESCRIPCIÓN; 1
DEan; 1
DIGGORY; 1
DIRECTOR; 1
DIRIGIBLES; 1
DOB; 1
DOBBY; 2
DRACO; 1
DUMBLEDORE; 3
Daba; 2
Daban; 1
Dado; 1
Daily; 1
Dama; 6
Damas; 2
Dame; 1
Dando; 1
Darnos; 1
Das; 1
Davies; 1
Dawlish; 6
De; 83
Dean; 38
Debajo; 4
Debe; 6
Debemos; 6
Deben; 6
Deberes; 1
Deberé; 1
Debería; 2
Deberíamos; 3
Deberían; 1
Debes; 3
Debió; 2
Debo; 6
Debo...ir...hoy; 1
Debí; 2
Debía; 1
Debían; 1
Decapitado; 2
Decidiendo; 1
Decidieron; 1
Decidimos; 2
Decidió; 2
Decir; 1
Decirle; 1
Decirlo; 1
Decreto; 1
Decía; 1
Decían; 2
Dedalus; 17
Def; 1
Defensa; 3
Definitivamente; 4
Deja; 2
Dejamos; 1
Dejando; 1
Dejarle; 1
Dejenlo; 1
Dejo; 2
Dejó; 2
Del; 3
Delacour; 22
Delacours; 3
Deluminador; 4
Deluminator; 1
Demasiado; 2
Dementores; 9
Demiguise; 1
Demonios; 2
Demuestras; 1
Denme; 3
Dentro; 2
Departamento; 10
Depende; 1
Derecho; 1
Derrapó; 1
Derwent; 1
Desafortunadamente; 1
Desafíos; 1
Desaparece; 1
Desaparecer; 8
Desaparecerse; 2
Desaparecido; 1
Desapareciendo; 2
Desaparecieron; 2
Desaparecimos; 2
Desapareciéndose; 2
Desapareció; 6
Desaparecí; 4
Desaparezcámonos; 1
Desaparición; 4
Desarmado; 1
Descabezados; 1
Descendieron; 1
Descendo; 1
Desciendo; 1
Descubrámoslo; 1
Descórchala; 1
Desde; 12
Desearía; 4
Deseo; 2
Desesperado; 1
Deseó; 2
Deshagámonos; 1
Desiluminador; 1
Desilusionador; 1
Desilusionadores; 1
Desilusión; 1
Deslizándose; 1
Desmaius; 3
Desmemorizante; 1
Desorientado; 1
Despacio; 2
Despard; 1
Desperado; 1
Despertó; 1
Despidiéndose; 1
Después; 35
Destellando; 1
Destino; 3
Destitución; 1
Detenerlo; 1
Deteniéndolo; 1
Deteniéndose; 1
Detenlo; 1
Detente; 5
Detonador; 3
Detonadores; 2
Detras; 1
Detrás; 10
Detuvieron; 1
Deverill; 1
Dexter; 1
Di; 1
Di-diffindo; 1
Diablo; 1
Diagon; 8
Diario; 4
Dice; 2
Dicen; 4
Diciendo; 2
Diddy; 1
Diecinueve; 1
Dieciocho; 1
Diecisiete; 1
Dieciséis; 1
Dieron; 1
Diez; 2
Diffindo; 1
Difícilmente; 2
Digamos; 2
Diggle; 4
Digo; 2
Dije; 3
Dijeron; 1
Dijiste; 2
Dijo; 57
Dile; 1
Dillonsby; 2
Dilo; 1
Dilys; 1
Dime; 3
Dio; 6
Dios; 18
Dippet; 1
Director; 2
Dirigente; 1
Dirigentes; 1
Dirigieron; 1
Dirigiéndolos; 1
Dirigiéndose; 1
Dirk; 21
Dirk-Griphook; 1
Disculpa; 1
Disculpen; 2
Discúlpeme; 1
Discúlpenme; 2
Disfruta; 1
Disfrutando; 1
Disfrácense; 1
Disimuló; 1
Disparó; 1
Distintas; 1
Dittany; 2
Diversas; 1
Division; 1
Dobbies; 1
Dobby; 42
Doblando; 1
Doce; 2
Dodgy; 1
Dogbreath; 3
Doge; 49
Dolohov; 17
Dolores; 5
Dominando; 1
Dominar; 1
Dominándose; 1
Donde; 6
Dora; 6
Dos; 23
Downing; 1
Doy; 1
Draco; 58
Dragomir; 3
Dragón; 3
Drive; 8
Dromeda; 1
Dudders; 1
Duddykins; 1
Dudley; 49
Dudo; 1
Dudó; 1
Duendes; 5
Dumbledor; 2
Dumbledore; 569
Dumbledore,-explicó; 1
Dumbledore?-repitió; 1
Dumbledorre; 1
Dumbledure; 1
Dung; 3
Durante; 3
Durlseys; 1
Durmstrang; 6
Dursley; 14
Dursleys; 12
Dámela; 2
Dámelos; 1
Débe; 1
Déjalo; 2
Déjame; 1
Déjeme; 4
Démosles; 1
Dígame; 1
Díjo; 2
Dónde; 5
Dós; 1
E-Encantamiento; 1
E.D; 2
ED; 1
EDITOR; 1
EL; 9
ELDER; 1
ELFO; 1
ELLOS; 1
EN; 2
ES; 3
ESTA; 1
ESTE; 1
ESTÁ; 1
ESTÁS; 1
EXCLUSIVO; 1
EXTRACTO; 1
Ebert; 1
Echando; 1
Echaste; 1
Educado; 1
Efectivamente; 1
Egregio; 1
Eh; 5
Ehh; 1
Ehhh; 1
Ehm; 1
Ejercito; 4
Ejército; 3
El; 575
El-Niño-Que-Vivió; 1
El-Que-No-Debe-Ser-Nombrado; 5
El-que-no-debe-ser-nombrado; 2
Elegido; 2
Elemen; 1
Elemental; 1
Elfo; 1
Elige; 1
Elizabeth; 1
Ella; 110
Ella-ella; 1
Ellas; 2
Ellie; 1
Ellos; 40
Elphias; 16
Embrujo; 1
Emeric; 1
Emm; 2
Empacaron; 2
Empezaron; 1
Empezó; 2
Empujando; 1
Empujó; 2
En; 112
Enanitos; 1
Encantada; 1
Encantador; 1
Encantamiento; 15
Encantamientos; 3
Encantar; 2
Encantos; 1
Enciendan; 1
Encogida; 1
Encontrar; 1
Encontraron; 1
Encontró; 1
Encárgate; 1
Endrino; 3
Enero; 1
Enfermizas; 1
Engorgio; 1
Enid; 2
Enlace; 2
Enojado; 1
Enseguida; 2
Entenderé; 1
Enterraste; 1
Entiendo; 7
Entonces; 107
Entra; 1
Entras; 1
Entre; 1
Entrecerró; 1
Entregarle; 1
Entremos; 1
Entren; 1
Entrevista; 1
Entró; 1
Enumera; 1
Envenenamientos; 1
Envió; 1
Envuelto; 1
Envían; 1
Epilogo; 1
Equipos; 1
Er; 2
Era; 90
Eran; 5
Eres; 16
Ernie; 5
Erumpent; 5
Es; 123
Esa; 22
Esas; 2
Escabulléndose; 1
Escapamos; 1
Escapando; 1
Escapar; 1
Escapaste; 1
Escobas; 2
Esconde; 1
Esconderse; 1
Escondida; 1
Escondido; 1
Escondidos; 1
Escondió; 1
Escorpius; 1
Escreguto; 1
Escucha; 4
Escuchar; 1
Escucharon; 4
Escuchaste; 1
Escuchen; 3
Escuché; 3
Escuchó; 5
Escudo; 3
Escudriñó; 1
Escupiendo; 1
Escóndelos; 1
Escúchame; 2
Ese; 22
Esencia; 1
Eso; 51
Eso...eso; 2
Esos; 1
Espantajo; 1
Especial; 1
Especialmente; 1
Espera; 8
Esperaba; 3
Esperamos; 1
Esperaré; 2
Esperen; 3
Espero; 6
Esperó; 2
Espino; 1
Espiris; 1
Esposa; 1
Espéreme; 1
Esta; 40
Estaba; 76
Estaban; 16
Estabas; 2
Estado; 3
Estamos; 17
Estan; 1
Estar; 2
Estará; 2
Estarán; 3
Estaré; 2
Estaría; 1
Estas; 12
Estatuto; 4
Este; 15
Esto; 30
Estos; 4
Estoy; 26
Estrecha; 2
Estudiantes; 1
Estudios; 2
Estuve; 2
Estuvieron; 5
Estuvimos; 2
Estuviste; 2
Estuvo; 2
Está; 36
Estábamos; 3
Están; 8
Estás; 6
Estóy; 1
Estúpida; 1
Europa; 1
Evans; 3
Eventualmente; 1
Evidentemente; 5
Exactamente; 3
Exacto; 3
Exagerado; 1
Examínalo; 1
Excelente; 1
Excelentemente; 1
Excepcional; 1
Excepciones; 1
Excepto; 1
Exclamó; 2
Exhausto; 1
Expec; 1
Expecto; 3
Expeliarmus; 1
Expelliarmus; 2
Experimentales; 1
Experto; 1
Explica; 2
Explicaron; 1
Explico; 1
Explosiva; 1
Explícalo; 1
Explíqueme; 1
Expreso; 5
Express; 1
Extendió; 3
Extensibles; 2
Extensión; 1
Extintas; 1
Extrañaré; 1
Extraño; 1
Extremo; 1
FAVOR; 1
FIN; 2
Fabián; 2
Fabricante; 1
Fallas; 2
Falló; 1
Faltaba; 1
Faltaban; 1
Familia; 1
Fang; 8
Fantásticos; 1
Fatal; 1
Fawkes; 2
Felices; 1
Feliz; 2
Fenix; 2
Fenrir; 4
Fenrit; 1
Fidelio; 3
Fidelius; 4
Fiendfyre; 2
Figuras; 2
Filch; 6
Filius; 1
Filosofal; 2
Filtch; 1
Fin; 1
Finalmente; 16
Financiera; 1
Fingiendo; 1
Finite; 1
Finkley; 1
Finnigan; 2
Firenze; 3
Fitwick; 1
Flagley; 2
Flagrante; 1
Flamel; 1
Flammel; 1
Fletcher; 9
Fleur; 98
Fleurr; 1
Fleus; 1
Flitwick; 22
Floo; 2
Flores; 1
Flotó; 1
Flourish; 1
Flu; 3
Flutterby; 1
Fortescue; 1
Forzaron; 1
Forzándonos; 1
Forzó; 1
Fragmentos; 3
Francesa; 1
Francia; 1
Frecuentemente; 1
Fred; 89
Freddy; 1
Frunció; 1
Frutas; 1
Frágil; 1
Fudge; 1
Fue; 33
Fuego; 3
Fuente; 1
Fuera; 5
Fueron; 3
Fuerte; 1
Fuese; 1
Fui; 4
Fuiste; 4
Funcionaría; 1
Furioso; 2
Fábula; 4
Fácil; 1
Fénix; 16
Fíjate; 1
GRANDE; 3
Gabrielle; 7
Gaddley; 1
Galeones; 3
Gales; 1
Galeón; 2
Gallardo; 1
Galleones; 1
Gamp; 2
Ganador; 2
Gané; 1
Gardensi; 1
Gateó; 1
Gato; 1
Gaunt; 11
Gaunts; 1
Gellert; 14
Genealogía; 2
Generaciones; 2
General; 2
Generalmente; 1
Genial; 2
George; 76
Georgie; 1
Gerdyroot; 1
Germino; 1
Gernumbli; 2
Gernumblies; 1
Ghoul; 2
Ginevra; 2
Ginny; 118
Ginny,-Poco; 1
Ginny,-díjo; 1
Giphook; 1
Girando; 1
Giraron; 2
Godelot; 1
Godric; 60
Godric's; 1
Goldstein; 1
Golpeó; 1
Gonagall; 1
Gorda; 1
Gorgovitch; 3
Gornuk; 8
Goyle; 23
Grabada; 1
Gracias; 38
Gracias.-dijeron; 1
Gran; 33
Grander; 1
Grandes; 2
Granger; 13
Grawp; 11
Grawpy; 3
Grayback; 3
Grecia; 2
Gregorovitch; 44
Grenbak; 1
Greybacj; 1
Greyback; 63
Greyback,-La; 1
Greyback.-¡Atrapamos; 1
Grial; 1
Grihook; 1
Grimm; 1
Grimmauld; 20
Grindelwald; 65
Gringott; 1
Gringotts; 33
Griphook; 121
Griphool; 2
Gris; 5
Grito; 2
Gritos; 6
Gritó; 15
Gruñendo; 1
Gruñó; 2
Gryffindor; 60
Gryffindor-dijo; 1
Gryffindors; 2
Gryffinfor; 1
Gryfindor; 4
Guarda; 1
Guardaba; 1
Guardianes; 1
Guardián; 3
Guardé; 1
Guardó; 1
Guerra; 1
Guerrero; 1
Guiño; 1
Gurdy; 2
Guíanos; 1
Gwenog; 1
Gíreles; 1
HA; 1
HAN; 2
HARRY; 4
HERMIONE; 5
HIJA; 1
HOGWARTS; 2
HOMBRE; 1
HOVER; 1
HUMDINGER; 1
Ha; 12
Habia; 2
Habiendo; 2
Habla; 1
Hablaba; 2
Hablando; 2
Hablare; 1
Hablas; 1
Habría; 4
Había; 58
Habían; 13
Hace; 7
Haces; 1
Haciendo; 3
Hacía; 1
Haggy; 1
Hagrid; 158
Hallaremos; 1
Hamacas; 1
Han; 5
Hangleton; 1
Hanna; 1
Hannah; 2
Harpies; 1
Harrry; 1
Harry; 3060
Harry,-dijo; 1
Harry-he-visto-cosas-peores; 1
Harry-¿sabes; 1
Harry.-Esa; 1
Harry.-Hay; 1
Harry.-Vamos; 1
Harry.-¿Esto; 1
Harry....Harry; 1
Harry...vamos; 1
Harry?-dijo; 1
Harrys; 4
Haré; 1
Haría; 1
Has; 6
Hasta; 12
Hay; 38
Hazlo; 1
Hazme; 1
He; 25
Hecha; 1
Hechiceros; 2
Hechicería; 4
Hechizo; 3
Hechizos; 6
Hedwig; 19
Helena; 3
Helga; 1
Hemos; 4
Hepzibah; 1
Her-mione; 1
Herbología; 1
Heredero; 1
Hereward; 1
Herido; 1
Herman; 1
Hermanos; 3
Herminoegritaba; 1
Herminone; 3
Hermione; 1206
Hermione-dijo; 1
Hermione-¿Te; 1
Hermione...yo; 1
Hermiones; 1
Hermosa; 1
Hestia; 13
Hexia; 2
Hey; 5
Hicieron; 2
Hilandero; 1
Hill; 4
Historia; 15
Historias; 1
Hizo; 7
Hmm; 1
Hmmm; 1
Hmmmm; 1
Hogsmeade; 12
Hogsmeade?-sugirió; 1
Hogwarts; 128
Hogwqarts; 1
Hojeó; 1
Hola; 11
Hollow; 2
Holyhead; 1
Hombres; 1
Homenum; 2
Hondonada; 4
Hopkirk; 2
Hora; 1
Horace; 2
Horacio; 1
Horcrux; 50
Horcruxe; 1
Horcruxes; 28
Horcruxes...será; 1
Horcruxos; 1
Horocrucex; 1
Horocrux; 2
Horocruxes; 4
Hororcux; 1
Horrcrux; 1
Horribilis; 1
Horrocrux; 31
Horrocrux-dijo; 1
Horrocruxes; 13
Horrocuxes; 1
Horrorcruxes; 2
Howarts; 4
Hoy; 2
Hubiera; 3
Hubo; 67
Hufflepuff; 9
Hufflepuffs; 2
Hugo; 3
Huyó; 1
Háganme; 1
IGUAL; 1
INDESEABLE; 2
INTERROGATORIO; 1
Iba; 3
Iban; 1
Idiota; 1
Ig; 1
Ignatus; 1
Ignorando; 2
Ignotus; 9
Igor; 1
Igual; 3
Ilusión; 1
Im-impostores; 1
Imagina; 1
Impenetrable; 1
Imperdonable; 1
Imperio; 1
Imperius; 7
Impervius; 1
Imposible; 1
Impura; 1
Incantatem; 2
Incapaces; 1
Incapaz; 1
Inclinó; 1
Inclusive; 1
Incluso; 6
Indebido; 2
Indeseable; 5
Indetectable; 1
Inefables; 1
Inferi; 5
Información; 2
Inglaterra; 5
Inimicum; 1
Inmensamente; 1
Inmovilizador; 1
Instantánea; 1
Institución; 1
Integridad; 1
Intenta; 1
Intentaba; 3
Intentando; 1
Intentaré; 1
Intentaría; 1
Intentaste; 1
Intentemos; 1
Intentó; 3
Interesante; 1
Internacional; 4
Invencible; 1
Invencibles; 1
Inventó; 1
Invisibilidad; 36
Invisible; 2
Invitaré; 1
Iremos; 5
Irlanda; 1
Isabelle; 1
Ivor; 2
Izado; 1
J.K; 1
JAMES; 1
JUICIO; 1
Jadeando; 1
Jadeó; 2
James; 54
Jamás; 2
Jane; 1
Jefa; 1
Jefe; 2
Jefes; 1
John; 1
Johnson; 1
Jones; 4
Jordan; 6
Jorobado; 1
Joven; 1
Jubilosa; 1
Julio; 1
Juntos; 4
Juro; 2
Justa; 1
Justificada; 1
Justo; 7
Kadavra; 1
Karkaroff; 3
Katie; 1
Kedavra; 6
Kendra; 21
Kigsley; 2
King's; 4
Kingsley; 49
Knut; 1
Kreacher; 127
Kreacker; 1
Krum; 36
LA; 14
LAS; 2
LIBRE; 1
LILY; 1
LO; 2
LOS; 2
LOVEGOOD; 1
La; 510
Lado; 1
Ladrón; 3
Lago; 1
Lamentablemente; 1
Lamento; 4
Lancelot; 2
Lanzaba; 1
Larga; 2
Largas; 1
Las; 96
Lastrage; 1
Lava; 1
Lavender; 3
Lazo; 1
Le; 55
Lee; 16
Leela; 2
Legilimancia; 1
Lenguas; 1
Lenta; 1
Lentamente; 9
Leprechaun; 1
Les; 10
Lestrange; 14
Lestranges; 6
Letranges; 1
Levanta; 1
Levantaron; 1
Levantate; 1
Levanto; 2
Levantó; 5
Levicorpus; 1
Leviosa; 2
Levántense; 1
Ley; 5
Leyendas; 1
Leyó; 3
Leí; 1
Liberame; 1
Liberó; 1
Libre; 1
Ligeramente; 1
Lilly; 3
Lily; 79
Limitada; 1
Linda; 1
Lindo; 1
Little; 1
Livius; 1
Llamas; 1
Llamó; 1
Llegamos; 1
Llegan; 1
Llegando; 1
Llegará; 2
Llegas; 1
Llegó; 1
Lleno; 1
Lleva; 1
Llevaba; 3
Llevalos; 1
Llevaremos; 1
Llevaré; 1
Lleven; 1
Lloró; 1
Lloviendo; 1
Llévenselo; 1
Lo; 141
Loco; 10
Locomotor; 1
Logré; 1
Londinenses; 1
Londres; 5
Longbottom; 9
Lord; 27
Los; 188
Lovegood; 41
Lovegood,-Hermione; 1
Lovegoods; 1
Loxias; 2
Luces; 1
Lucha; 1
Luchando; 1
Lucharon; 1
Luchó; 1
Luciendo; 1
Lucius; 48
Lucía; 1
Luego; 36
Lumos; 3
Luna; 129
Luna,-Dean; 1
Luna.-El; 1
Lunático; 1
Lupin; 164
Lámparas; 1
Lárgalo; 1
M...mi; 1
M..mi; 1
M.D.M; 1
MAGIA; 1
MALFOY; 1
MATARÉ; 1
MATEN; 1
MATO; 1
MAlfoy; 2
MEDIDA; 1
MI; 2
MIA; 1
MORIMOS; 1
MUERDAGO; 1
MUERTE; 2
MUGGLES; 1
MUJERES; 1
Macbeth; 1
Macdonald; 1
Macmillan; 2
Macnair; 1
Madam; 4
Madame; 8
Madre; 1
Madriguera; 18
Mafalda; 11
Mafalda!-dijo; 1
Magia; 37
Magic; 1
Mago; 4
Magorian; 1
Magos; 8
Maisie; 1
Maldad; 1
Maldiciones; 2
Maldición; 9
Maldito; 1
Maleficio; 3
Malfoy; 81
Malfoys; 5
Malkin; 1
Malvada; 1
Mamá; 4
Mandó; 1
Maneras; 2
Mansión; 4
Mantendré; 1
Mantenerlo; 1
Manteniendo; 1
Mantenimiento; 8
Mantenla; 1
Manténganse; 1
Mapa; 6
Maravilloso; 1
Marca; 20
Marcas; 1
Marcó; 1
Marius; 1
Marquees; 1
Marvolo; 6
Mary; 3
Marzo; 1
Mas; 2
Mata; 1
Materiales; 1
Maullido; 1
Mayo; 2
Mayor; 6
Mc; 1
McGonagall; 63
McGonagall,-Es; 1
McGonagall.-Si; 1
McGonagall.-Ustedes; 1
McKinnons; 1
Me; 64
