; 5793
CERRADO; 1
CIERTO; 1
CLAVE; 1
COMA; 1
COMIENZO; 1
COMO; 3
COMPLETAMENTE; 1
CON; 2
CONSIGUIÓ; 1
CONTENTO; 2
CONTRA; 1
CORRIENDO; 1
COSA; 3
COSAS; 1
CRACK; 1
CRASH; 1
CREES; 1
CRIATURAS; 1
CUALIFICADO; 1
CUATRO; 1
CUBOS; 1
CURANDERO; 1
Cabeza; 16
Cabras; 1
Cacareando; 1
Cada; 16
Cadena; 1
Cadogan; 4
Caldero; 1
Calderos; 1
Calle; 2
Callejón; 5
Callisto; 1
Cambió; 1
Camina; 1
Caminaba; 1
Caminando; 1
Caminaron; 5
Caminen; 1
Camino; 1
Caminó; 8
Campeonato; 1
Campeón; 1
Cansados; 1
Canuto; 4
Capa; 14
Capitanes; 1
Capitán; 4
Captó; 1
Caradoc; 1
Caramba; 4
Caray; 1
Carmichael; 2
Carta; 2
Casa; 7
Casas; 3
Casi; 23
Cassandra; 2
Castillo; 47
Catorce; 1
Catástrofes; 1
Causadas; 1
Causaron; 1
Cayó; 1
Cazadora; 1
Cazadores; 2
Cedric; 41
Cedrid; 1
Cegado; 1
Centro; 2
Cerca; 2
Cerditos; 1
Cerdo; 16
Cerebro; 1
Cerebros; 2
Cerrado; 1
Cerró; 5
Cerveza; 6
Chang; 14
Chapotearon; 1
Charlie; 4
Chiflada; 1
Chili; 1
Chillando; 2
Chilló; 1
Chispeantes; 1
Cho; 142
Chocolate; 4
Chocolates; 1
Chorreante; 1
Cien; 3
Cierra; 1
Ciertamente; 5
Cierto; 2
Cinco; 7
Cincuenta; 2
Clapham; 1
Claramente; 3
Claro; 10
Clase; 5
Clasificación; 1
Cleansweep; 2
Club; 5
Cobardía; 1
Coge; 4
Cogió; 3
Cohetes; 2
Colagusano; 20
Colegio; 6
Colin; 4
Collo; 1
Colmilludos; 1
Colocó; 1
Coloqué; 1
Comadreja; 2
Comedor; 38
Comentó; 1
Comenzó; 4
Comercializables; 1
Comercio; 1
Cometa; 2
Comité; 2
Como; 53
Completamente; 3
Comprendería; 1
Compórtate; 1
Comunes; 2
Comunidad; 1
Común; 52
Comúnmente; 1
Con; 41
Concurso; 2
Condenadamente; 1
Confederación; 12
Confía; 1
Confío; 1
Conjunctivitus; 1
Conjuro; 2
Conjurus; 2
Conocemos; 1
Conocía; 1
Conozco; 1
Conque; 1
Conseguí; 1
Considerando; 3
Consigo; 1
Consiguió; 2
Consulta; 1
Contacta; 1
Contenía; 1
Contiene; 1
Continuaremos; 1
Continuemos; 1
Continuó; 5
Continúa; 5
Contra; 45
Contra-Maleficio; 1
Contra-Maleficios; 1
Control; 3
Contémonos; 1
Convenientemente; 1
Cooperación; 2
Copa; 7
Copiar; 1
Copien; 1
Copista; 1
Copos; 1
Cornamenta; 1
Cornelius; 25
Corner; 9
Corpóreo; 1
Correcto; 8
Corredor; 1
Corriendo; 2
Corrieron; 1
Corrija; 1
Corrió; 8
Corrupción; 1
Corríjame; 1
Corríjanse; 1
Cosas; 2
Costaba; 1
Cr; 1
Crabble; 40
Crack; 7
Crackpot's; 1
Craggs; 1
Cree; 1
Creemos; 1
Crees; 1
Creevey; 4
Creevy; 1
Creo; 37
Crescent; 8
Creveey; 1
Creéme; 1
Creí; 4
Creía; 2
Crianza; 1
Criaturas; 14
Criminales; 1
Crookshanks; 28
Crookshansk; 2
Cross; 5
Crouch; 5
Cruciatus; 3
Crumple-Horned; 1
Crup; 1
Crups; 1
Cruzó; 1
Cualquier; 3
Cualquiera; 3
Cuando; 105
Cuanta; 1
Cuanto; 1
Cuartel; 8
Cuarteles; 1
Cuarto; 2
Cuatro; 5
Cubran; 1
Cuento; 1
Cuerno; 1
Cuerpo; 1
Cuidado; 11
Cuidaos; 1
Cuidarlo; 1
Cumplimiento; 2
Curador; 2
Curandera; 2
Curandero; 7
Curanderos; 4
Curativas; 1
Curativos; 3
Custodian; 1
Cuándo; 3
Cuánto; 3
Cuéntanos; 1
Cuídate; 2
Cuídense; 1
CÁLLATE; 1
Cállate; 6
Cálmense; 1
Cámara; 3
Cámaras; 1
Césped; 2
Cógelo; 1
Cómo; 6
Cómpraselos; 1
Córtala; 1
D; 9
D-Disparado; 1
DARÁS; 1
DAÑOS; 2
DCAO; 1
DE; 55
DEBE; 2
DEBERÍA; 1
DECIR; 2
DECIRME; 1
DECRETO; 1
DEF; 2
DEFENSA; 1
DEJES; 1
DEL; 7
DEMASIADO; 1
DEMENTE; 1
DEMENTORES; 1
DENTRO; 1
DEPARTAMENTO; 2
DERECHO; 1
DESCUBRIR; 1
DESEABAIS; 1
DESHIZO; 1
DICHO; 1
DIFERENCIA; 1
DIFERENTE; 1
DIJE; 1
DIOS; 2
DIRECTORA; 1
DOLORES; 2
DONADOS; 1
DOS; 1
DRAGONES; 1
DRIVE; 1
DUDLEY; 1
DUMBLEDORE; 3
DURSLEY; 1
Dadle; 1
Dai; 1
Dale; 3
Dama; 7
Dame; 5
Dando; 2
Daphne; 1
Darle; 1
Daros; 1
Darás; 1
Davies; 16
Dawlish; 2
Daños; 2
De; 146
De-men-to-res; 1
Deaborn; 1
Dean; 43
Debajo; 4
Debe; 9
Debemos; 4
Deben; 2
Deberes; 1
Deberás; 1
Debería; 5
Deberíamos; 1
Deberían; 1
Deberías; 3
Debes; 4
Debiste; 1
Debió; 2
Debo; 6
Debéis; 1
Debía; 1
Debían; 1
Decapitado; 15
Decidido; 1
Decirlo; 1
Decreto; 14
Decía; 1
Dedalus; 3
Dee-John; 1
Defensa; 46
Defensiva; 7
Defensivas; 1
Definitivamente; 3
Deja; 5
Dejad; 1
Dejadle; 1
Dejando; 1
Dejaré; 1
Dejemos; 1
Dejen; 1
Dejó; 7
Delacour; 2
Delante; 1
Delitos; 1
Demenderes; 1
Demente; 1
Demente-como; 1
Dementor; 15
Dementores; 74
Demonios; 1
Den; 1
Denis; 1
Dennis; 1
Dentro; 3
Departamento; 46
Deportes; 1
Deprisa; 1
Derechos; 1
Derivaciones; 1
Derrick; 2
Dervish; 1
Derwent; 1
Desafortunadamente; 2
Desafíe; 1
Desapareció; 1
Desarreglándote; 1
Descendieron; 1
Describa; 1
Descubrió; 1
Desde; 10
Desea; 1
Deseaba; 2
Desearía; 3
Desenredándose; 1
Deseo; 4
Deseó; 1
Desfallecientes; 1
Desgraciadamente; 1
Desilusionadas; 1
Desilusionador; 3
Desilusionarte; 1
Desistió; 1
Deslizándose; 2
Desmayo; 1
Desmembradores; 1
Despacio; 2
Despido; 1
Desprovisto; 1
Después; 43
Despídete; 1
Destacando; 1
Destellos; 1
Destruiste; 1
Desvanecedores; 5
Detrás; 5
Deténganse; 1
Devolvió; 1
Devuélvemela; 1
Di; 1
Diablo; 6
Diagon; 7
Diario; 19
Dice; 4
Diciembre; 1
Diddy; 3
Diddydums; 1
Diddykins; 2
Dieron; 3
Diez; 6
Diga; 1
Digamos; 3
Diggle; 4
Diggory; 11
Dignas; 1
Digo; 6
Dijeron; 1
Dijisteis; 1
Dijo; 14
Dijon; 1
Dile; 2
Dilys; 5
Dime; 3
Dingle; 1
Dinky; 1
Dinos; 2
Dio; 6
Dios; 18
Dippet; 2
Directamente; 2
Director; 14
Directora; 9
Dirás; 1
Disciplinaria; 1
Disculpe; 1
Discúlpeme; 1
Disfraz; 1
Dispare; 1
Dispérsense; 1
Divagaron; 1
Divertido; 1
Dividiéndolos; 1
Divisiones; 1
Divídanse; 1
Dobby; 40
Dobló; 2
Dodge; 2
Dolohov; 13
Dolores; 25
Domingo; 3
Domésticos; 1
Donde; 1
Dorcas; 1
Doreen; 1
Doris; 1
Dorkins; 1
Dormida; 1
Dos; 18
Dosis; 2
Dowse; 2
Doxy; 7
Doxycida; 2
Doxys; 8
Dr; 2
Draco; 26
Dragones; 1
Dragón; 2
Draught; 2
Drive; 22
Drooble; 1
Dud; 2
Dudders; 1
Dudley; 112
Dudo; 3
Dudó; 2
Duendes; 4
Duerman; 1
Duerme; 1
Dulces; 1
Dumbledore; 569
Dumbleore; 1
Dung; 6
Durante; 8
Durmstrang; 1
Dursley; 42
Dylis; 1
DÓNDE; 1
Dámela; 4
Dámelos; 1
Dándose; 1
Dé; 1
Déjalo; 7
Déjame; 4
Déjeme; 1
Déjenla; 1
Démonos; 1
Dímelo; 1
E; 8
E-eso; 1
ED; 25
EDUCACIONAL; 2
EJECUTANDO; 1
EJÉRCITO; 1
EL; 21
EN; 15
ENCANTAMIENTOS; 1
ENFERMAS; 1
ENFERMEDADES; 1
ENTENDIDO; 1
ENTONCES; 2
ENTREGUES; 1
ENTRENAMIENTO; 1
ENVIADO; 1
ENVUELTO; 2
ES; 8
ESA; 2
ESAS; 1
ESCAPAR; 1
ESCAPE; 1
ESCARABAJO; 1
ESCONDITE; 1
ESFINGES; 1
ESO; 2
ESPERO; 1
ESTABA; 1
ESTADO; 7
ESTAMOS; 1
ESTARÁ; 1
ESTO; 4
ESTÁ; 5
ESTÁN; 1
ESTÁS; 2
ESTÚPIDAS; 1
EVANS; 1
EXCELENTE; 1
EXCREMENTO; 2
EXPLOCIÓN; 1
EXTASIS; 10
EXTASIS3; 1
Echando; 1
Echó; 4
Edad; 3
Eddie; 1
Edgar; 1
Edgecombe; 2
Educacional; 8
Educativo; 2
Eeeh; 1
Eehh; 1
Efa; 1
Efectivamente; 2
Efto; 1
Egipto; 1
Eh; 21
Ehh; 4
Ehhh; 3
Ehhhh; 1
Ejército; 3
El; 520
El-Que-No-Debe-Ser-Nombrado; 2
El-que-no-debe-ser-nombrado; 1
Elefante; 1
Elevándose; 1
Elevó; 1
Elfos; 1
Elfrida; 1
Elixir; 1
Ella; 158
Elladora; 1
Ellos; 84
Elphias; 2
Em; 2
Emergió; 1
Emmeline; 3
Empapa; 1
Empecemos; 2
Empezaba; 1
Empezaremos; 1
Empezó; 4
Empujado; 2
Empujó; 1
Ems; 1
En; 127
Encantamiento; 4
Encantamientos; 22
Encantos; 2
Encontraba; 1
Encontraron; 3
Encontrarás; 1
Encontró; 3
Enero; 1
Enfermedades; 2
Enlace; 1
Enojado; 1
Enojadísimo; 1
Enseguida; 1
Enseñándonos; 1
Enseñándote; 1
Entender; 1
Entonces; 91
Entra; 4
Entrada; 20
Entramos; 2
Entre; 5
Entretanto; 5
Entrevista; 1
Entrometidos; 2
Entró; 3
Enviaré; 1
Envíe; 1
Equipos; 1
Er; 18
Era; 71
Eran; 5
Eras; 2
Eres; 8
Eric; 3
Erised; 1
Erm; 8
Ern; 1
Ernie; 34
Erupciones; 1
Es; 103
Es-su-problema-no-el-tuyo; 1
Esa; 20
Esas; 4
Escapó; 1
Escoba; 1
Escobas; 12
Escoge; 2
Escondido; 1
Escribe; 1
Escuadra; 2
Escuadrón; 8
Escucha; 12
Escuchad; 2
Escuchando; 1
Escuchar; 1
Escuchen; 7
Escuché; 1
Escuchó; 5
Escudo; 1
Escuela; 5
Escúchenlo; 1
Ese; 13
Eso; 66
Esos; 3
España; 1
Especialmente; 2
Específicamente; 1
Espejo; 1
Espera; 14
Esperaba; 4
Esperamos; 1
Esperando; 2
Esperar; 1
Esperaremos; 2
Espere; 1
Espero; 15
Espérate; 2
Espíritus; 1
Esquiva; 1
Esquivó; 1
Esta; 30
Estaba; 89
Estabamos; 1
Estaban; 19
Estabas; 2
Establecimiento; 1
Estamos; 10
Estandard; 1
Estar; 1
Estaremos; 2
Estarán; 1
Estarás; 1
Estaréis; 1
Estaría; 1
Estarías; 1
Estas; 6
Estatuto; 6
Este; 33
Estee; 4
Esteee; 1
Estimado; 2
Estiércol; 1
Esto; 52
Estos; 3
Estoy; 43
Estudio; 1
Estuve; 2
Estuvieron; 1
Estuvo; 2
Está; 47
Estábamos; 2
Están; 2
Estás; 12
Estúpido; 2
Euan; 4
Europa; 1
Evans; 6
Eventualmente; 1
Everard; 4
Evidentemente; 1
Evitó; 1
Exactamente; 4
Examinó; 1
Excede; 4
Excelente; 8
Excelentes; 1
Excepto; 4
Excrementos; 1
Excusas; 1
Existía; 1
Expectativas; 4
Expelliarmus; 4
Expellimellius; 1
Experimental; 1
Explosión; 1
Expreso; 3
Extendido; 1
Extendió; 1
Extensible; 3
Extensibles; 14
Extrañamente; 1
Exámenes; 2
FABRICA; 1
FALLECIMIENTO; 1
FAVOR; 1
FE; 3
FELICITACIONES; 1
FILOSOFAL; 1
FIN; 2
FLETCHER; 1
FRANCAMENTE; 1
FUE; 1
FUEGO; 1
FUENTE; 1
FUERA; 2
Fabian; 2
Faltando; 1
Familia; 1
Fang; 17
Fantástico; 1
Favor; 1
Fawkes; 11
Febrero; 1
Felices; 1
Feliz; 3
Fenwick; 2
Feria; 1
Fi; 2
Fig; 2
Figg; 36
Figgy; 1
Filch; 52
Filibuster; 1
Filológical; 1
Filosofal; 4
Finalmente; 5
Finch-Fletchley; 5
Fingiré; 1
Finito; 1
Finnigan; 4
Firenze; 15
Firma; 1
Firmada; 1
Firmado; 3
Fletcher; 2
Fleur; 1
Flitterbloom; 1
Flitwick; 27
Flobberworm; 1
Floo; 9
Ford; 2
Formas; 2
Fortalecida; 1
Fortificante; 1
Fraile; 1
Francia; 3
Frank; 2
Fred; 322
Frente; 1
Frisbies; 1
Frizzing; 1
Frobisher; 1
Frog; 1
Frotándoselo; 1
Frunció; 2
Fruti; 1
Fudge; 124
Fue; 31
Fuego; 14
Fuegos; 1
Fuentes; 1
Fuera; 4
Fueron; 6
Fui; 4
Fuimos; 1
Fundamentos; 3
Furtividad; 1
FÉNIX; 1
Fácilmente; 1
Fénix; 22
Fétidas; 5
G-Granger; 1
GALEONES; 2
GANAMOS; 1
GENERAL; 1
GRAN; 3
GRANGER; 1
GRAWP; 1
GRIMMAULD; 1
GRYFFINDOR; 1
GUARDIA; 1
GUERRA; 1
GUSTARIA; 1
Gajes; 1
Galeones; 16
Galeón; 5
Galleones; 1
Ganymede; 1
Gardens; 1
Gas; 3
Gastaron; 1
Genealogía; 1
General; 8
Generales; 1
Genial; 2
Geoffrey; 1
George; 281
Geranio; 1
Gideon; 3
Gigantes; 3
Gilderoy; 8
Gimiendo; 1
Ginny; 225
Giraron; 1
Giratorias; 2
Giró; 6
Gladys; 1
Glubby-Plank; 2
GobStone; 1
Gobstones; 2
Gobstons; 1
God; 1
Godric; 1
Goldstein; 6
Golgomath; 8
Gologomath; 1
Golpearon; 1
Golpeó; 2
Goma; 1
Gorda; 9
Gordo; 1
Gordon; 1
Goshawk; 1
Goyle; 40
Gracias; 29
Grado; 1
Gran; 58
Grandes; 3
Granger; 24
Grawp; 46
Grawpy; 5
Green; 3
Greengrass; 1
Gregorio; 1
Gregory; 1
Grimmauld; 31
Grimmlaud; 1
Gringotts; 4
Grip; 2
Griselda; 3
Gritos; 4
Grité; 1
Groenlandia; 1
Grubbly-Plank; 36
Gryff; 1
Gryffindor; 118
Gryffindors; 4
Guarda; 3
Guardad; 1
Guardianes; 1
Guardián; 15
Guardó; 1
Gubraithian; 1
Gudgeon; 1
Guerras; 3
Gurg; 10
Guía; 1
H; 4
HA; 3
HABERLA; 1
HABLA; 1
HABLAR; 1
HABLES; 1
HABREIS; 1
HABÉIS; 3
HABÍA; 1
HACEN; 1
HACIA; 1
HACIENDO; 2
HAGAS; 2
HAGGER; 2
HAGRID; 1
HARRY; 1
HAS; 3
HAYAN; 1
HE; 5
HECHICERO-CONSERJE; 1
HECHIZOS; 1
HERIDAS; 1
HERIDO; 1
HERMANDAD; 1
HERMIONE; 1
HICE; 2
HICIMOS; 1
HISTORIA; 1
HIZO; 1
HOGWARTS; 4
HOSPITAL; 4
HUBIERA; 2
HUBIESEIS; 1
HUMANO; 1
HUÍDA; 1
Ha; 16
Habla; 1
Hablaban; 2
Hablamos; 1
Hablando; 3
Hablar; 1
Hablas; 1
Hablo; 1
Habló; 1
Habrá; 2
Habría; 6
Habéis; 1
Había; 79
Habían; 7
Habías; 1
Hace; 4
Hacemos; 1
Hacer; 4
Haces; 1
Haciendo; 1
Hagaff; 1
Hagas; 3
Hagger; 2
Hagrid; 438
Hall; 10
Ham; 1
Han; 2
Hannah; 9
Haremos; 1
Harold; 2
Harrry; 1
Harry; 3910
Harán; 1
Haré; 1
Haría; 1
Has; 4
Hasta; 7
Hay; 13
Hazle; 1
Hazte; 1
He; 18
Hechicero; 1
Hechicería; 5
Hechizo; 2
Hechizos; 3
Hedor; 1
Hedwing; 61
Heliopaths; 2
Hellebore; 1
Hem; 11
Hemione; 1
Hemos; 12
Herbione; 1
Herbología; 10
Heridas; 1
Hermanas; 1
Hermandad; 2
Hermes; 2
Hermine; 1
Herminone; 2
Hermione; 1288
Hermone; 1
Hermosas; 1
Hermy; 4
Hestia; 3
Hey; 10
Hice; 2
Hiciste; 1
Hinchó; 1
Hipogrifo; 4
Hippocrates; 1
Hippogriffs; 1
Historia; 11
Hizo; 6
Hmm; 3
Hmmm; 1
Ho; 1
Hobgoblins; 2
Hocicos; 8
Hogsmade; 6
Hogsmeade; 19
Hogwarts; 147
Hola; 26
Hombre-lobo; 3
Honestamente; 3
Honeydukes; 1
Hooch; 7
Hooper; 2
Hopkirk; 2
Horrible; 2
Hospital; 7
Hostiga; 1
Hoy; 8
Hubiera; 2
Hubo; 45
Huesos; 1
Hufflepuff; 25
Hufflepuffs; 2
Humm; 1
Háganlo; 1
I; 2
IDEA; 1
IDIOTAS; 1
II; 1
III; 1
IMBÉCILES; 1
IMPORTA; 3
IMPREVISTO; 1
INCAPAZ; 2
INDISPENSABLE; 1
INGRESOS; 1
INMUNDOS; 1
INQUISIDOR; 1
INQUISIDORA; 5
INTENTAR; 1
INTENTÉ; 2
IR; 2
IRRESPONSABLE; 1
IRRUPCION; 1
IV; 1
IX; 1
Iba; 2
Iban; 1
Ickle; 1
Idiota; 1
Ido; 1
Iglesia; 1
Ignatius; 1
Ignorando; 2
Ignorándola; 1
Ignóralos; 2
Igual; 2
Imagina; 1
Imaginario; 1
Imago; 2
Imbécil; 1
Impedimenta; 1
Imperius; 9
Imperturbable; 1
Imperturbables; 1
Imperturbada; 1
Impervius; 3
Impresionante; 3
Inanimatus; 2
Incitamos; 1
Inclinó; 1
Incluso; 7
Incorrecto; 4
Incurables; 1
Independientemente; 1
Indicó; 1
Indispensable; 1
Indudablemente; 1
Inefable; 1
Información; 1
Inglaterra; 1
Inmediatamente; 1
Inmensamente; 1
Innombrables; 1
Inquisidor; 10
Inquisidora; 14
Inquisitor; 1
Inquisitorial; 8
Insertó; 1
Inspeccionado; 1
Inspirados; 1
Instintivamente; 1
Inteligente; 1
Intentamos; 1
Intenten; 1
Intenté; 1
Intentó; 5
Inter-departamentales; 1
Intercambiaron; 1
Intercambió; 1
Intermedias; 1
Internacional; 17
Interno; 1
Interrogan; 1
Inventor; 1
Inversión; 1
Invisibilidad; 3
Invisible; 8
Invocaciones; 1
Invocantes; 1
Io; 2
Irlanda; 2
Irlandesa; 1
Irse; 1
Iré; 4
Iñigo; 1
J; 1
JUNTOS; 2
JURAR; 1
Jack; 3
Jadeando; 1
Jajaja; 1
James; 77
Jane; 6
Janus; 1
Jefa; 1
Jefe; 4
Jefes; 2
Jeroglíficos; 1
Jim; 1
Jinxed; 2
Jinxes; 2
Johnson; 15
Jones; 2
Jordan; 13
Jubiloso; 1
Juego; 1
Juegos; 1
Jueves; 2
Jugson; 1
Julio; 2
Junio; 5
Junior; 1
Juntas; 1
Juntos; 1
Juro; 1
Justin; 6
Justo; 7
Júpiter; 4
K; 1
KEDAVRA; 1
Kacky; 1
Karkus; 13
Katie; 33
Kedavra; 2
Kenmare; 1
Kenneth; 1
Kestrels; 1
King's; 5
Kingsley; 29
Kirke; 4
Knarl; 2
Knarls; 3
Kneazle; 1
Kneazles; 1
Knut; 4
Knuts; 2
Kreacher; 86
Krum; 1
L; 1
L.E; 2
LA; 39
LAS; 4
LE; 1
LECHUZA; 2
LECHUZAS; 3
LEJOS; 1
LESIONES; 1
LEÓN; 1
LIMPIA; 1
LLEVENLOS; 1
LO; 17
LOCO; 1
LORD; 1
LOS; 10
LOVEGOOD; 1
LUCHA; 1
LUNA; 1
La; 533
La-Pequeña-Señorita-Pregunta-Todo; 1
Labios; 1
Laburnum; 1
Lachan; 1
Ladislaw; 1
Ladrones; 1
Lamentablemente; 1
Lamentamos; 1
Lamento; 4
Larguirucho; 1
Las; 128
Lavanda; 1
Lavander; 21
Lavender; 1
Lazo; 6
Le; 50
Lecciones; 1
Lechuzas; 1
Lechuzería; 9
Lee; 30
Lees; 1
Legilimancia; 6
Lejos; 1
Lentamente; 6
Les; 13
Lestrange; 15
Levantando; 1
Levantó; 5
Leviosa; 1
Levitación; 1
Levántate; 4
Ley; 4
Leyendo; 1
Leyes; 2
Leyó; 3
Libro; 1
Libros; 1
Licántropo; 1
Liechtenstein; 6
Lily; 12
Limitación; 3
Limitada; 1
Limpió; 1
Lindo; 1
Listo; 1
Little; 18
Llamaradas; 1
Llamó; 1
Llegaron; 2
Llegas; 2
Llegó; 3
Llevaba; 1
Llevaban; 1
Llevo; 1
Llevó; 2
Llewellyn; 2
Llovía; 1
Llévale; 1
Llévenme; 1
