; 5
cambios; 1
caminar; 1
camino; 3
campamento; 1
campo; 5
campos; 1
canas; 1
canicas; 1
canoso; 1
cansados; 1
cansancio; 1
cansinamente; 1
capaz; 2
capitán; 1
capullos; 1
cara; 10
caracteres; 1
caracterizado; 1
caras; 1
carcajadas; 1
carga; 2
cargamentos; 1
cargo; 2
carita; 1
carrera; 1
carretera; 1
carruaje; 2
carta; 2
cartas; 1
casa; 20
casadas; 1
casado; 3
casarme; 2
casarse; 1
casas; 1
cascada; 1
cascado; 1
casi; 16
caso; 8
casos; 1
castaña; 1
castle; 1
casó; 1
catorce; 3
causa; 2
causó; 1
caía; 1
cediendo; 1
cedió; 1
cejas; 1
celebró; 1
celos; 1
cenas; 1
cenefas; 2
cenicientos; 1
centelleo; 1
centinela; 3
centro; 3
centímetros; 1
cerca; 2
cercenó; 1
cerraban; 1
certificado; 1
cesaría; 1
champán; 1
charlar; 1
chasqueaban; 1
chica; 3
chicas; 2
chico; 2
chicos; 6
chillidos; 1
chiquillo; 2
chispas; 1
chisporroteantes; 1
cielo; 2
cien; 1
ciento; 1
cierta; 2
cierto; 2
cinco; 8
cincuenta; 14
cintura; 1
cintutón; 1
circo; 1
citaba; 1
ciudad; 7
ciudadanos; 1
claridad; 1
claro; 2
clavar; 1
clavos; 5
cliente; 1
clínica; 4
cocina; 1
coetáneos; 1
cofia; 1
coger; 1
cogió; 2
coincidieron; 1
colegio; 4
colina; 2
colmo; 1
colmándolo; 1
color; 6
colores; 2
comentaba; 1
comentario; 1
comentarios; 2
comenzando; 1
comenzó; 2
comer; 2
comerciante; 1
cometido; 1
cometió; 1
comida; 2
comitiva; 1
como; 38
compartieran; 1
compartiría; 1
comparándola; 1
compañeros; 2
compañía; 3
compensaba; 1
compinches; 1
complació; 1
completamente; 1
complexión; 1
componía; 1
comportaba; 1
comprar; 1
comprender; 1
comprendió; 1
compás; 1
comunes; 1
con; 131
concedería; 1
concedió; 2
concernía; 1
concesiones; 1
concurrida; 1
condiciones; 2
condujo; 1
confiadamente; 1
confidencialmente; 1
confundieron; 1
confundían; 1
confusión; 2
confusos; 1
conjunto; 1
conmoción; 1
conocerle; 1
conocida; 1
conocido; 3
conocía; 1
consagrada; 1
conseguido; 1
conseguir; 1
conseguiría; 1
conseguías; 1
conservar; 1
conservará; 1
consideraba; 2
considerado; 2
considerar; 1
consigo; 1
consiguió; 2
constante; 1
construir; 1
consumida; 2
contarlas; 1
contaré; 1
contenido; 1
contestó; 2
contigo; 1
continuaba; 1
continuaría; 1
continuó; 3
contra; 4
contradecir; 1
contraindicación; 1
contraria; 1
contrario; 1
contraste; 1
contratado; 1
control; 1
convencido; 1
convertido; 1
convertir; 1
conviertan; 1
convirtiera; 1
convirtió; 2
corazón; 2
corbata; 1
coro; 2
coronel; 8
corporal; 1
correcto; 1
correr; 2
corrido; 1
corrió; 1
corroboró; 1
corría; 1
corrían; 1
cortante; 1
cortar; 1
cortaran; 1
corte; 1
corteses; 1
cosa; 3
cosas; 5
cosecha; 1
costado; 1
costumbre; 4
costumbres; 1
costó; 1
crea; 1
creando; 1
crecido; 1
creciente; 2
crecimiento; 1
cree; 2
creer; 2
creo; 1
crepúsculo; 1
creyó; 2
creía; 1
creído; 1
criado; 1
criatura; 1
crimen; 2
cruzaba; 1
cruzó; 1
cuadernos; 1
cualquier; 1
cualquiera; 2
cuando; 24
cuantas; 1
cuanto; 4
cuarenta; 5
cuarto; 1
cuatro; 3
cucharadas; 1
cuello; 2
cuenta; 5
cuentan; 1
cuento; 1
cuentos; 2
cuernecillos; 1
cuerpo; 3
cuidar; 1
cuide; 1
culpa; 2
culpable; 1
cumpleaños; 2
cumplir; 1
cumplió; 3
cuna; 5
cunas; 1
cupo; 1
curiosa; 1
curiosidad; 1
curiosos; 1
curso; 6
cursos; 1
cuya; 1
cuyos; 1
cuánto; 2
cálculos; 1
cárcel; 1
célebre; 1
cómo; 4
cómoda; 2
cómprele; 1
da; 1
daba; 4
daban; 2
dabas; 1
dadas; 1
dado; 1
dale; 1
dama; 3
dando; 2
dar; 1
darle; 2
date; 1
datos; 1
de; 502
debajo; 1
deben; 1
debería; 2
debió; 1
debutantes; 2
debía; 4
debían; 1
debías; 1
decadencia; 1
decidido; 1
decidieron; 1
decidió; 3
decir; 9
decirle; 1
decirles; 1
decirlo; 1
decirte; 1
declararse; 1
declaró; 2
decrecimiento; 1
decía; 3
decías; 1
dedicado; 1
dedo; 4
dejado; 2
dejaré; 1
dejó; 1
del; 51
delante; 4
deleite; 1
delgada; 1
delgado; 1
delicada; 1
delicados; 1
delicioso; 1
demasiado; 13
demostrar; 1
demostró; 1
demuestran; 1
dentro; 2
dependiente; 8
depilación; 1
derecho; 2
derritieron; 1
desafío; 1
desagradaba; 1
desagradable; 1
desapareció; 1
desaparecía; 1
desaprobación; 1
desatado; 1
descansaba; 1
descenso; 1
descortesía; 1
descubierto; 1
descubrieron; 1
descubrimiento; 2
descubrirá; 1
descubrió; 4
descubrí; 1
descubría; 1
desde; 7
desdén; 1
deseaba; 2
deseado; 1
desenfadado; 1
desenvolvió; 1
deseo; 1
desesperadamente; 1
deseó; 1
desgracia; 3
deslizaba; 1
desnudaran; 1
desolado; 1
desorganización; 1
despacho; 3
despeinado; 1
desprecio; 1
despuntaban; 1
después; 16
destacados; 1
desteñiría; 1
destinadas; 1
destino; 2
desvanecerse; 1
desvanecido; 1
desvaído; 1
desvaídos; 1
detalles; 1
detenidamente; 1
determinación; 2
detestaba; 1
detestables; 1
detuvieron; 1
devanaron; 1
diamante; 1
dibujando; 1
dibujos; 1
dicen; 2
dicho; 2
diciendo; 2
dictatorial; 1
dieciocho; 9
dieciséis; 3
dientes; 1
diera; 1
diez; 3
diferente; 1
dificultad; 1
difusión; 1
difícil; 1
difíciles; 1
digas; 1
dignidad; 4
digo; 1
dijeron; 2
dijo; 22
dinero; 2
dio; 8
dioses; 1
dirección; 3
dirigida; 1
dirigidos; 1
dirigió; 4
discusión; 3
discutiendo; 1
discutir; 1
disfraz; 1
disfrazado; 2
disfrutaba; 1
disfrutando; 1
disimulaba; 1
disimuladas; 1
disimular; 1
disimuló; 1
disolviera; 1
distaba; 1
distinguido; 1
distinto; 2
distraído; 1
diversiones; 2
doce; 5
docena; 2
doctor; 9
documento; 1
dominaba; 1
domingo; 1
dominicales; 1
donde; 5
dormir; 1
dormirse; 1
dormitorio; 1
dos; 6
doy; 1
duda; 3
dudó; 3
dulce; 1
duodécimo; 1
duplicado; 1
duplicó; 1
dura; 1
durante; 7
dándoselo; 1
débil; 2
débilmente; 1
día; 16
días; 15
dónde; 1
e; 8
echaba; 1
echada; 1
echando; 1
echar; 1
echarle; 1
echó; 3
económica; 1
edad; 26
editores; 1
educadamente; 1
efecto; 2
eficacia; 1
ejemplo; 3
ejercido; 1
ejercían; 1
ejército; 4
el; 252
elefante; 1
elegante; 1
elegantes; 1
eligió; 1
ella; 4
ellos; 2
embargo; 1
emitidos; 1
emocionarse; 1
emociones; 1
emparejado; 1
emparentados; 1
empezaban; 1
empezar; 2
empezó; 3
empeño; 1
empeñó; 1
empresa; 1
empuñó; 1
en; 201
encantadora; 2
encantan; 1
encantos; 1
encima; 2
encontraban; 1
encontrar; 2
encontrarles; 1
encontraron; 1
encontró; 2
encorvado; 2
energía; 1
enfadada; 1
enfermera; 16
enfrentándose; 1
enfriado; 1
enfurecido; 1
engañaba; 1
enlace; 1
enmarañada; 1
enorme; 3
enrojeciendo; 1
enrojeció; 1
enseguida; 1
enseñaré; 1
enseñaría; 1
entender; 1
entendido; 1
entendían; 1
entera; 1
entero; 1
entonces; 7
entraba; 3
entrada; 1
entrar; 2
entre; 12
entrecejo; 2
entrechocaba; 1
entregarse; 1
entregó; 1
entrenadores; 1
entrenamiento; 1
entristeció; 1
entró; 1
entusiasmo; 4
envidia; 2
envidiable; 1
envolvían; 1
envuelto; 1
envíos; 1
enérgicamente; 1
enérgico; 1
equipaje; 1
equiparan; 1
equipo; 5
equivalente; 1
equivoca; 3
equivocada; 1
equivocaron; 1
era; 45
eran; 8
eres; 4
error; 3
es; 23
esa; 2
esas; 1
escabullía; 1
escalera; 1
escaleras; 5
escandalizaba; 1
escandalosamente; 1
escapara; 1
escaparate; 1
escasos; 1
esclavos; 1
escoltó; 2
esconder; 1
escondió; 1
escribiría; 1
escribió; 1
escritos; 1
escuchó; 1
escándalo; 1
ese; 3
esfera; 1
esfueFZo; 1
esfuerzo; 2
esfuerzos; 3
esmaltadas; 1
esmalte; 2
eso; 5
espada; 1
espalda; 1
espantosa; 1
española; 1
especie; 2
espejo; 4
espera; 1
esperaba; 1
esperaban; 2
esperando; 2
esperanza; 1
esperarlo; 1
esperará; 1
esperaría; 1
espetó; 1
espiritual; 1
espléndidos; 1
esposa; 1
esposas; 1
esquina; 1
esta; 5
estaba; 14
estaban; 3
establecer; 1
establecido; 1
estación; 3
estallido; 1
estalló; 3
estaría; 1
estatua; 1
estatura; 1
este; 6
estilo; 1
esto; 4
estorbo; 1
estos; 1
estoy; 6
estrafalario; 1
estratagema; 1
estrelló; 1
estremeció; 2
estudiantes; 6
estudios; 4
estupefacto; 2
estupendas; 1
estuviera; 1
estuvo; 2
está; 9
estábamos; 1
están; 3
estéril; 1
estética; 1
etiqueta; 2
evidente; 2
evitar; 1
exactamente; 2
examen; 3
examinó; 2
exasperado; 2
excepcionalmente; 1
exceso; 1
excitación; 1
exclamó; 2
exhalaba; 1
exigía; 1
exigían; 1
existido; 1
existían; 2
experiencia; 3
experimento; 1
experto; 2
explicó; 1
explotaron; 1
explotó; 1
expresión; 5
exquisita; 1
extenderé; 1
extraordinariamente; 1
extraordinario; 1
extraña; 3
extraño; 3
extremo; 1
facilidad; 1
faetón; 3
falsas; 1
falta; 1
familia; 4
familiar; 2
famosa; 1
famoso; 2
fantasía; 1
fantástico; 1
farsa; 1
fascinación; 1
fascinante; 1
fascinantes; 1
fastidio; 3
favor; 1
febril; 1
febriles; 1
felices; 1
felicitar; 1
feliz; 2
fenómeno; 2
feroz; 1
ferretería; 4
ferrocarril; 1
fervientemente; 1
ficha; 1
fiera; 1
fiesta; 1
fiestas; 1
figuro; 1
filial; 1
fin; 8
final; 5
fingiendo; 1
firma; 1
firme; 3
flores; 1
forma; 1
formaba; 1
formar; 2
fortalecía; 1
fortuna; 1
foto; 2
fractura; 1
frenaba; 1
frente; 3
fresca; 1
frialdad; 1
frunció; 2
frágil; 2
fría; 3
fríamente; 1
frío; 2
fue; 14
fuente; 1
fuera; 5
fueran; 2
fueron; 1
fuerza; 1
fuerzas; 1
fumado; 1
fumar; 1
fundamentalmente; 1
furia; 1
futuro; 3
física; 1
físicas; 1
fútbol; 3
gafas; 2
galones; 2
galán; 1
gastarme; 1
generación; 1
general; 11
gente; 4
gesto; 3
gimió; 1
giro; 1
gloriosa; 1
goles; 1
golf; 1
golpeando; 1
gorra; 1
gozaban; 1
gracia; 1
gracias; 3
grado; 2
grados; 1
graduación; 1
gran; 10
grande; 7
grandes; 5
grata; 1
greña; 1
gris; 4
gritaba; 1
gritaban; 1
grito; 1
gritó; 6
grotesca; 3
grotesco; 1
grupo; 3
gruñó; 1
guardia; 1
guerra; 4
gustaba; 2
gustan; 1
gustarle; 1
gustaría; 1
gusto; 1
gustos; 2
génesis; 1
ha; 7
habano; 1
haber; 3
haberles; 1
haberse; 1
habitaba; 1
habitación; 3
habituado; 1
hablaban; 1
hablando; 1
hablar; 3
hablara; 1
hablaremos; 1
hablarían; 1
habló; 2
habría; 1
había; 52
habían; 7
hace; 1
hacer; 7
hacerlo; 2
hacerse; 1
hacia; 10
haciendo; 2
hacía; 2
hago; 1
hallaba; 1
hambre; 1
han; 3
harina; 2
harían; 1
harías; 1
has; 6
hasta; 11
hay; 3
haya; 2
hazaña; 1
he; 5
hecha; 1
hechizado; 1
hecho; 10
heló; 1
herido; 1
hermano; 3
hermanos; 1
hermosas; 1
hicera; 1
hiciera; 2
hicieras; 1
hija; 1
hijo; 39
hijos; 1
historia; 5
historias; 2
histéricamente; 1
hizo; 5
hogareña; 1
hombre; 15
hombres; 9
hombros; 1
hondo; 1
hora; 4
horas; 6
horrible; 3
horror; 1
hospital; 4
hostilidad; 1
hoy; 1
hubiera; 1
hubo; 3
huesos; 1
humareda; 1
humilló; 1
humo; 2
humor; 1
húmedos; 1
iba; 4
iban; 1
idea; 3
ideal; 1
idioma; 1
ido; 3
idéntico; 1
igual; 1
ilusión; 1
ilustraciones; 1
imagen; 3
imaginación; 1
impaciencia; 1
impecable; 1
impedírtelo; 1
implacable; 1
imponente; 1
importa; 1
imposible; 4
impostor; 1
impresión; 1
inacabable; 1
inamovible; 1
incansable; 1
incansablemente; 1
incesante; 1
incidente; 1
inclinó; 1
incluso; 4
incluyeron; 1
incluyó; 1
incolora; 1
inconscientes; 1
inconsistente; 1
incorporarse; 1
increíble; 1
increíbles; 1
incrédula; 1
incómodo; 1
indiferencia; 2
indigestión; 1
indignada; 1
indignante; 2
indistinguibles; 1
inercia; 1
inescrutable; 1
inesperadamente; 1
inesperado; 1
inestabilidad; 1
inevitablemente; 1
infantería; 1
infantil; 1
infelicidad; 1
infinitas; 1
influencia; 2
ingeniaba; 1
ingeniosa; 1
ingenuo; 1
ingreso; 2
inhabilitaba; 1
inicial; 1
iniciaron; 1
inmediatamente; 3
inmensa; 2
inmerso; 1
inmóvil; 1
innegable; 1
insatisfacción; 1
insegura; 2
inserto; 1
insidioso; 1
insignia; 1
insignias; 1
insinuaba; 1
insistencia; 1
insistió; 3
insistía; 1
inspiró; 1
instante; 5
institución; 2
instituto; 1
intentaban; 1
intentado; 2
intentando; 2
intentó; 2
interesaba; 1
interesarse; 1
interminablemente; 1
intermitente; 1
interrogación; 1
interrumpió; 2
interrumpía; 1
interés; 1
intolerablemente; 1
intrigados; 1
invadido; 1
invencible; 1
invierno; 1
inútil; 4
ios; 1
ir; 7
irreflexivas; 1
irreprochablemente; 1
irritaba; 1
irritación; 1
irritado; 1
ja; 3
jazz; 1
jornada; 1
joven; 12
jubilación; 1
juego; 1
juegos; 1
jugando; 1
jugar; 7
jugaran; 1
juguete; 1
jugueteaba; 1
juguetería; 1
jugó; 1
junto; 1
justo; 3
juzguen; 1
jóvenes; 8
la; 307
labios; 1
laboriosos; 1
lado; 3
lamentó; 2
lanzarle; 1
lanzó; 4
larga; 4
largas; 1
largo; 3
largos; 3
las; 63
lavara; 1
le; 56
leche; 4
leer; 1
lefante; 1
lejos; 1
lengua; 1
lentos; 1
leotardos; 1
les; 6
levantarse; 1
levantó; 1
levemente; 1
ley; 1
leyó; 2
leíante; 2
libro; 1
licenciarse; 1
licenciatura; 2
ligero; 1
limitó; 1
listo; 1
llamaba; 2
llamados; 1
llamar; 1
llamaremos; 1
llamarme; 1
llamativas; 1
llame; 1
llames; 1
llamo; 1
llamó; 2
llantos; 2
llegaba; 2
llegado; 1
llegara; 1
llegaron; 2
llegábamos; 1
llegó; 6
llena; 1
lleva; 1
llevaba; 2
llevado; 2
llevan; 2
llevar; 3
llevarlo; 1
llevarme; 1
llevaron; 1
llevaría; 1
lleve; 1
llevo; 1
llevárselo; 1
llevó; 4
lloraba; 1
lloros; 1
lloroso; 1
lloró; 2
lo; 95
loco; 2
locura; 1
logró; 1
los; 105
loza; 1
luces; 1
luego; 1
lugar; 1
lujosas; 1
luna; 4
lunares; 1
lunático; 2
luz; 5
lágrimas; 1
lámparas; 1
lástima; 2
lóbrega; 1
madres; 1
madurez; 2
maestra; 1
magnífica; 1
magníficos; 1
mal; 6
mala; 1
maliciosa; 1
malo; 1
malos; 1
mamas; 1
mandado; 1
mandarlo; 1
mandaron; 1
mando; 3
mandó; 1
manera; 6
manifestaba; 1
manifestaciones; 1
maniquí; 2
mano; 4
manos; 2
manta; 4
mantas; 1
mantelitos; 2
mantenerse; 1
mantenían; 1
mantequilla; 1
mantilla; 1
manto; 1
maravillosamente; 1
marcaba; 1
marchitos; 1
marcó; 1
mariposeaban; 1
marrón; 1
martillos; 2
materializarse; 1
materializó; 2
matricularme; 1
matricularse; 2
matricularía; 1
matriculó; 1
matrimonio; 3
maxixe; 1
mayo; 1
mayor; 9
mayordomo; 1
mayores; 3
mañana; 4
me; 19
mecedora; 1
medalla; 1
media; 5
mediana; 1
medicina; 2
medida; 4
medidas; 2
medio; 2
medía; 1
mejillas; 2
mejor; 8
mejora; 1
mejorado; 1
mejorará; 1
melancolías; 1
melancólico; 1
membrete; 1
mencionar; 2
mencionó; 1
menor; 2
menos; 12
mental; 1
mentón; 1
menudo; 4
mercado; 1
mercería; 2
mereció; 1
mes; 1
mesa; 1
mesas; 1
meses; 2
metiéndose; 1
metro; 1
metros; 2
metía; 1
metódico; 1
mezcló; 1
mi; 13
miedo; 3
miel; 3
miembro; 2
mientras; 10
militares; 1
miniatura; 1
minutos; 4
minúsculo; 1
miraba; 1
miraban; 1
mirada; 5
mirando; 1
mirar; 2
mirándolo; 2
miró; 17
mis; 2
misiva; 1
misma; 4
mismo; 7
mismos; 1
mismísimo; 2
mitad; 1
moda; 2
moderando; 1
modo; 5
modos; 1
molestaba; 1
momento; 5
mono; 2
monotonía; 2
monstruo; 1
morenas; 1
mortalidad; 1
mostraban; 1
movediza; 1
movían; 1
mucha; 1
muchachito; 1
muchedumbre; 1
mucho; 5
muchos; 4
mugriento; 1
mujer; 10
mujeres; 1
multitud; 1
mundanería; 1
mundanos; 1
mundo; 5
murmullos; 1
murmuró; 2
mutua; 1
muy; 12
más; 48
médico; 4
médicos; 1
mínima; 2
mínimo; 1
mío; 2
música; 1
nacer; 3
nacería; 1
nacido; 9
nacidos; 2
nacimiento; 4
nació; 1
nada; 8
nadie; 3
naranja; 1
natural; 1
naturaleza; 1
naturalmente; 2
neblina; 1
necesario; 1
necesita; 1
necesitaba; 1
negaran; 1
negocio; 4
negocios; 4
negro; 4
negándose; 1
negó; 1
nervios; 1
nervioso; 4
ni; 9
niebla; 1
nieve; 1
ninguna; 2
ningún; 2
nitidez; 1
niveles; 1
niña; 1
niñera; 3
niño; 17
niños; 8
no; 59
noche; 6
noches; 1
nombramiento; 2
nombre; 4
normal; 4
